Spoken_Volume_ID,Track_ID,Loudness,Instrumentalness,Speechiness,Acousticness
616,616,-5.952,0,0.0917,0.103
617,617,-5.122,0,0.0954,0.0017
618,618,-4.939,2.14E-05,0.0356,0.00165
619,619,-8.548,0.00016,0.1,0.36
620,620,-10.477,4.41E-06,0.0676,0.00916
621,621,-8.375,0,0.103,0.11
622,622,-10.981,5.25E-05,0.306,0.107
623,623,-8.651,5.26E-06,0.308,0.142
624,624,-9.598,0,0.366,0.0673
625,625,-10.743,0,0.0387,0.608
626,626,-11.489,2.21E-05,0.327,0.0279
627,627,-12.618,4.76E-05,0.319,0.0503
628,628,-9.352,0.0236,0.0599,0.272
629,629,-10.298,2.23E-06,0.0267,0.166
630,630,-6.491,0.49,0.0297,0.000678
631,631,-15.648,0.0176,0.053,0.209
632,632,-13.664,9.27E-05,0.0326,0.0726
633,633,-14.642,7.74E-05,0.0417,0.635
634,634,-7.44,0.0272,0.0605,0.0125
635,635,-5.577,9.20E-06,0.0483,0.00375
636,636,-11.75,0,0.0376,0.505
637,637,-11.209,0.000162,0.0348,0.0408
638,638,-11.616,0,0.0784,0.0478
639,639,-3.757,0.000214,0.0335,0.0778
640,640,-2.947,2.25E-06,0.0505,0.0663
641,641,-4.063,1.35E-05,0.0466,0.0263
642,642,-5.558,0,0.0312,0.117
643,643,-3.976,0.0146,0.0391,0.13
644,644,-5.599,0,0.0293,0.101
645,645,-4.321,1.91E-05,0.0637,0.00375
646,646,-5.432,0,0.0293,0.0532
647,647,-3.804,0,0.035,0.048
648,648,-7.749,0,0.0285,0.416
649,649,-3.323,0.00031,0.234,0.16
650,650,-2.429,0,0.27,0.0281
651,651,-1.299,0,0.0774,0.0827
652,652,-0.14,0,0.25,0.223
653,653,-4.521,0,0.452,0.0869
654,654,-4.238,0.00141,0.0956,0.0379
655,655,-4.361,1.00E-05,0.116,0.176
656,656,-4.441,1.20E-05,0.232,0.103
657,657,-3.488,0,0.207,0.172
658,658,-6.217,4.72E-05,0.111,0.000622
659,659,-7.028,2.28E-05,0.0277,0.0664
660,660,-7.516,0.00806,0.0374,0.201
661,661,-5.973,4.87E-06,0.0321,0.0586
662,662,-7.564,0.000218,0.0289,0.13
663,663,-9.289,0.00109,0.0751,0.583
664,664,-9.677,0.00837,0.0277,0.0312
665,665,-5.736,0.823,0.037,0.00532
666,666,-5.415,0.000583,0.0311,0.00804
667,667,-5.149,0.00236,0.0388,0.159
668,668,-7.734,0.0667,0.0389,0.0553
669,669,-11.822,0.355,0.0285,0.000202
670,670,-9.424,0.00191,0.0368,0.0135
671,671,-8.793,0.00104,0.0369,0.245
672,672,-6.495,0.00136,0.0499,0.014
673,673,-7.495,0.000564,0.0543,0.402
674,674,-9.581,0.0046,0.0366,0.00976
675,675,-7.201,0.000296,0.0316,0.00135
676,676,-8.967,2.78E-05,0.0497,0.0437
677,677,-3.974,0.00108,0.0613,0.000138
678,678,-8.398,0.038,0.0248,0.223
679,679,-4.609,1.31E-06,0.24,0.0476
680,680,-8.112,0.000366,0.0615,0.105
681,681,-5.943,0.306,0.164,0.437
682,682,-3.749,3.32E-06,0.158,0.0872
683,683,-6.837,0,0.398,0.177
684,684,-7.058,1.78E-06,0.114,0.12
685,685,-9.775,0,0.053,0.416
686,686,-5.789,0.00373,0.117,0.0127
687,687,-1.862,0.000862,0.153,0.286
688,688,-6.398,0,0.209,0.0939
689,689,-3.588,0,0.0492,0.126
690,690,-6.076,3.33E-05,0.0264,0.17
691,691,-4.889,0,0.0494,0.00811
692,692,-5.76,0,0.0313,0.34
693,693,-4.419,0,0.0308,0.0838
694,694,-3.564,0,0.0557,0.0683
695,695,-4.581,0,0.0272,0.155
696,696,-4.417,0,0.0519,0.292
697,697,-4.932,0,0.0302,0.0555
698,698,-7.578,0,0.024,0.425
699,699,-6.658,0.00585,0.039,0.0102
700,700,-3.275,1.22E-06,0.028,0.45
701,701,-3.444,2.49E-06,0.0369,0.00737
702,702,-5.735,5.62E-06,0.0235,0.113
703,703,-7.288,0,0.0292,0.435
704,704,-7.003,0.000146,0.0324,0.278
705,705,-6.913,4.82E-05,0.0352,0.524
706,706,-8.234,2.41E-06,0.0326,0.455
707,707,-4.973,3.70E-06,0.0289,0.143
708,708,-8.036,0.000103,0.0261,0.105
709,709,-9.256,0.00871,0.0343,0.0288
710,710,-19.793,0.00615,0.0436,0.113
711,711,-6.24,8.40E-05,0.0379,0.175
712,712,-5.586,9.86E-05,0.0255,0.076
713,713,-7.057,0.00178,0.0251,0.0178
714,714,-12.503,4.11E-06,0.0315,0.729
715,715,-4.253,0.23,0.0316,0.00469
716,716,-10.911,0.17,0.0333,0.0182
717,717,-13.212,8.88E-05,0.0467,0.44
718,718,-8.755,8.94E-06,0.0275,0.156
719,719,-2.986,0,0.0455,0.0755
720,720,-6.662,0,0.0343,0.659
721,721,-6.483,3.96E-06,0.0272,0.605
722,722,-5.206,0,0.047,0.0771
723,723,-11.996,0.000473,0.0346,0.797
724,724,-8.912,2.54E-05,0.0397,0.703
725,725,-12.878,0.00139,0.0427,0.108
726,726,-7.599,0,0.15,0.0994
727,727,-6.126,0,0.159,0.159
728,728,-5.009,1.63E-05,0.0326,0.465
729,729,-3.439,0,0.28,0.145
730,730,-7.247,0,0.273,0.43
731,731,-4.639,0,0.253,0.47
732,732,-4.506,2.10E-06,0.0759,0.0128
733,733,-10.066,0,0.312,0.173
734,734,-7.041,1.60E-06,0.141,0.0949
735,735,-10.171,9.09E-06,0.425,0.466
736,736,-4.057,5.12E-06,0.144,0.121
737,737,-5.697,0,0.238,0.256
738,738,-8.136,0,0.403,0.0888
739,739,-5.83,0,0.0511,0.443
740,740,-3.627,5.49E-05,0.0272,0.0104
741,741,-3.28,0,0.0572,0.0721
742,742,-5.617,1.05E-05,0.0392,0.143
743,743,-3.258,0,0.0952,0.0904
744,744,-3.503,3.68E-06,0.108,0.0426
745,745,-8.041,6.46E-05,0.0305,0.657
746,746,-5.91,0,0.0536,0.704
747,747,-8.621,0.000285,0.0295,0.183
748,748,-2.856,0,0.0838,0.0209
749,749,-6.492,0.751,0.1,0.181
750,750,-3.904,0.000552,0.0632,0.168
751,751,-6.006,0,0.0296,0.0361
752,752,-7.371,0,0.0393,0.00481
753,753,-6.693,0.0308,0.113,0.114
754,754,-4.549,0,0.0911,0.0845
755,755,-3.677,0.000332,0.25,0.32
756,756,-4.244,0.00134,0.042,0.076
757,757,-7.065,0.000221,0.189,0.123
758,758,-6.731,4.23E-06,0.0424,0.199
759,759,-7.818,0,0.0377,0.641
760,760,-4.875,0,0.0504,0.519
761,761,-6.794,0,0.0767,0.305
762,762,-2.903,0,0.0582,0.134
763,763,-5.967,0,0.102,0.56
764,764,-7.045,1.05E-05,0.0333,0.163
765,765,-10.311,0,0.0351,0.56
766,766,-7.176,1.36E-06,0.0532,0.479
767,767,-4.209,0,0.0343,0.288
768,768,-8.824,0.000307,0.0453,0.207
769,769,-12.518,5.62E-06,0.0349,0.845
770,770,-10.499,0,0.0365,0.576
771,771,-7.159,5.71E-06,0.0324,0.0151
772,772,-5.465,1.54E-06,0.0399,0.153
773,773,-12.697,0.000139,0.0442,0.201
774,774,-16.011,3.55E-06,0.0339,0.484
775,775,-9.512,4.72E-06,0.159,0.0561
776,776,-14.567,4.22E-05,0.0263,0.593
777,777,-9.62,0,0.0326,0.554
778,778,-7.695,0.161,0.0452,0.0039
779,779,-3.419,7.51E-06,0.0329,0.333
780,780,-7.029,0,0.168,0.0584
781,781,-9.584,0.0192,0.0419,0.267
782,782,-4.374,1.38E-05,0.0333,0.304
783,783,-5.285,2.11E-05,0.0376,0.264
784,784,-4.922,0.00696,0.0652,0.00994
785,785,-10.842,0.00197,0.0372,0.152
786,786,-6.957,0.000673,0.105,0.125
787,787,-3.243,7.55E-06,0.0313,0.343
788,788,-9.129,6.86E-06,0.106,0.603
789,789,-8.238,0,0.118,0.257
790,790,-5.415,8.85E-06,0.0285,0.0209
791,791,-5.762,0.00106,0.0607,0.135
792,792,-7.784,3.82E-05,0.0341,0.74
793,793,-7.519,0.00101,0.037,0.263
794,794,-5.983,0,0.387,0.105
795,795,-5.862,0,0.0328,0.712
796,796,-7.892,1.97E-05,0.0619,0.732
797,797,-4.74,0,0.0458,0.542
798,798,-14.104,0.00544,0.0316,0.983
799,799,-7.862,0.0285,0.0315,0.316
800,800,-8.69,0.00506,0.0273,0.575
801,801,-6.251,0.0489,0.0236,0.0206
802,802,-5.82,0.000232,0.115,0.157
803,803,-13.262,0,0.0315,0.771
804,804,-9.883,0.00131,0.0342,0.731
805,805,-9.102,0.0674,0.0268,0.515
806,806,-9.753,0,0.0288,0.749
807,807,-6.612,0.00142,0.0355,0.235
808,808,-3.632,0,0.158,0.039
809,809,-7.818,0,0.0377,0.641
810,810,-8.822,2.89E-06,0.0355,0.857
811,811,-6.945,0.000123,0.166,0.209
812,812,-3.866,3.05E-06,0.0275,0.578
813,813,-3.073,0,0.322,0.107
814,814,-5.466,0,0.0603,0.0687
815,815,-1.357,0.000353,0.201,0.235
816,816,-4.713,0.0147,0.23,0.0125
817,817,-3.679,5.18E-06,0.0561,0.0185
818,818,-3.231,0,0.0342,0.345
819,819,-3.976,5.07E-06,0.0316,0.659
820,820,-3.606,0,0.0553,0.434
821,821,-6.496,4.58E-05,0.0359,0.398
822,822,-3.979,0,0.115,0.636
823,823,-4.692,0,0.0647,0.248
824,824,-5.646,0,0.0323,0.432
825,825,-3.575,1.53E-05,0.0352,0.287
826,826,-5.772,7.10E-06,0.0513,0.332
827,827,-4.837,0,0.0782,0.375
828,828,-3.515,0,0.0375,0.622
829,829,-3.824,0.000851,0.0259,0.507
830,830,-7.443,6.68E-06,0.027,0.558
831,831,-6.736,0.000102,0.0405,0.115
832,832,-3.546,0.000203,0.0295,0.168
833,833,-7.35,1.09E-06,0.0326,0.106
834,834,-4.667,0.00211,0.0332,0.198
835,835,-6.179,0.00023,0.0292,0.675
836,836,-6.48,0.0107,0.0353,0.394
837,837,-5.548,1.54E-06,0.0328,0.183
838,838,-11.329,0,0.0337,0.0534
839,839,-9.054,1.57E-06,0.0239,0.243
840,840,-12.115,0.0064,0.0725,0.038
841,841,-6.961,0,0.0338,0.0981
842,842,-11.903,0,0.043,0.195
843,843,-9.766,0,0.0672,0.16
844,844,-14.53,5.97E-05,0.0688,0.823
845,845,-13.606,0,0.0417,0.165
846,846,-9.858,0,0.0296,0.603
847,847,-8.956,3.39E-05,0.0474,0.202
848,848,-6.782,0,0.378,0.172
849,849,-3.186,0,0.207,0.16
850,850,-3.301,0,0.332,0.152
851,851,-6.977,1.23E-06,0.0533,0.00248
852,852,-8.73,0,0.235,0.0949
853,853,-7.203,0,0.434,0.399
854,854,-6.79,0,0.27,0.15
855,855,-5.16,0,0.263,0.0594
856,856,-5.553,0.022,0.106,0.0368
857,857,-4.855,0,0.349,0.367
858,858,-4.915,2.49E-06,0.0432,0.106
859,859,-5.923,0,0.0769,0.0386
860,860,-5.963,0.000942,0.229,0.00849
861,861,-4.61,0,0.0523,0.0945
862,862,-3.735,0,0.147,0.252
863,863,-3.655,0,0.0477,0.0937
864,864,-3.558,0.00185,0.076,0.14
865,865,-4.54,0,0.0539,0.162
866,866,-3.813,0,0.176,0.316
867,867,-2.897,0,0.144,0.101
868,868,-3.726,0.000284,0.182,0.422
869,869,-7.905,0,0.262,0.534
870,870,-6.912,0,0.0397,0.416
871,871,-9.71,0,0.0376,0.0764
872,872,-10.645,0,0.0345,0.332
873,873,-9.859,1.81E-05,0.0378,0.586
874,874,-10.729,0,0.0533,0.143
875,875,-8.221,0,0.0411,0.202
876,876,-8.793,0,0.0444,0.471
877,877,-8.078,0,0.0463,0.0979
878,878,-4.699,0,0.112,0.0183
879,879,-3.398,0,0.109,0.0338
880,880,-8.238,0,0.118,0.257
881,881,-5.81,1.14E-05,0.0332,0.198
882,882,-5.976,0,0.0732,0.0572
883,883,-4.938,0,0.0782,0.194
884,884,-4.551,1.53E-06,0.03,0.0227
885,885,-7.161,0,0.108,0.314
886,886,-3.092,0,0.154,0.159
887,887,-7.674,0,0.138,0.0586
888,888,-8.521,0.000181,0.0578,0.654
889,889,-6.662,0,0.0621,0.529
890,890,-8.064,0.00782,0.045,0.692
891,891,-9.541,9.17E-05,0.0601,0.565
892,892,-5.589,4.93E-06,0.0289,0.612
893,893,-10.276,0,0.0421,0.63
894,894,-9.513,0.00257,0.0455,0.39
895,895,-7.725,0,0.0586,0.426
896,896,-5.686,0.000104,0.0457,0.214
897,897,-5.563,0.000119,0.0278,0.82
898,898,-9.115,1.58E-06,0.074,0.491
899,899,-5.698,0,0.0321,0.233
900,900,-7.818,0,0.0377,0.641
901,901,-4.77,0,0.0725,0.24
902,902,-5.881,0,0.0427,0.528
903,903,-6.913,4.82E-05,0.0352,0.524
904,904,-6.373,0,0.0392,0.328
905,905,-7.738,0,0.0504,0.425
906,906,-6.89,0,0.0303,0.109
907,907,-11.088,6.40E-05,0.0302,0.642
908,908,-8.141,0,0.119,0.0109
909,909,-8.504,0,0.0628,0.0564
910,910,-11.596,0,0.0999,0.0948
911,911,-6.846,0,0.0562,0.256
912,912,-10.233,0,0.0845,0.00542
913,913,-6.618,0,0.0542,0.0457
914,914,-5.331,0,0.227,0.137
915,915,-3.05,0,0.0595,0.0383
916,916,-6.113,1.14E-06,0.315,0.00931
917,917,-6.902,0,0.221,0.0049
918,918,-21.356,0.867,0.0597,0.9
919,919,-25.997,0.929,0.045,0.922
920,920,-29.966,0.943,0.0514,0.995
921,921,-25.367,0.897,0.0447,0.989
922,922,-35.441,0.897,0.0444,0.994
923,923,-22.496,0.916,0.072,0.988
924,924,-30.533,0.934,0.043,0.995
925,925,-21.859,0.0897,0.037,0.847
926,926,-11.509,9.94E-05,0.0448,0.951
927,927,-32.307,0.922,0.0426,0.995
928,928,-7.34,0,0.0511,0.316
929,929,-6.673,0,0.106,0.0267
930,930,-11.548,0.00366,0.29,0.455
931,931,-6.013,1.97E-06,0.193,0.104
932,932,-9.156,1.30E-06,0.0601,0.253
933,933,-10.426,1.10E-06,0.12,0.554
934,934,-7.092,0,0.212,0.536
935,935,-11.94,0.165,0.0494,0.506
936,936,-10.238,1.28E-06,0.225,0.874
937,937,-11.626,0,0.28,0.756
938,938,-8.744,0.000268,0.0326,0.557
939,939,-1.583,0.00648,0.061,0.0431
940,940,-13.184,0,0.0309,0.642
941,941,-12.909,5.01E-05,0.0356,0.499
942,942,-5.294,1.16E-05,0.171,0.45
943,943,-11.165,0.000155,0.0374,0.602
944,944,-9.327,0.0001,0.056,0.522
945,945,-8.124,0.00041,0.0512,0.381
946,946,-9.292,1.20E-05,0.0504,0.503
947,947,-10.146,0,0.0302,0.725
948,948,-1.583,0.00648,0.061,0.0431
949,949,-8.899,0.00102,0.0321,0.486
950,950,-7.625,0.0132,0.0565,0.69
951,951,-6.474,1.53E-05,0.135,0.634
952,952,-12.909,5.01E-05,0.0356,0.499
953,953,-5.294,1.16E-05,0.171,0.45
954,954,-11.165,0.000155,0.0374,0.602
955,955,-14.309,2.01E-05,0.0333,0.774
956,956,-13.94,5.92E-06,0.0863,0.349
957,957,-8.397,0.0101,0.0776,0.0731
958,958,-5.537,0.00237,0.0412,0.0587
959,959,-7.639,0,0.0748,0.0964
960,960,-12.377,4.51E-05,0.0334,0.534
961,961,-6.393,0.000486,0.0411,0.391
962,962,-6.274,0.000182,0.0322,0.0738
963,963,-5.207,2.84E-06,0.0519,0.11
964,964,-8.726,0.00139,0.025,0.565
965,965,-6.474,1.53E-05,0.135,0.634
966,966,-5.609,0,0.171,0.242
967,967,-0.155,0,0.0747,0.163
968,968,-6.965,9.31E-05,0.0356,0.0746
969,969,-6.684,0,0.4,0.0671
970,970,-6.192,9.19E-06,0.0459,0.0111
971,971,-7.739,0,0.0388,0.00452
972,972,-9.341,7.11E-06,0.0359,0.166
973,973,-8.177,6.40E-06,0.028,0.205
974,974,-7.979,2.41E-06,0.0325,0.0887
975,975,-8.385,0,0.0429,0.0182
976,976,-6.602,0.000764,0.0293,0.00863
977,977,-6.324,0,0.033,0.123
978,978,-12.098,3.70E-05,0.0536,0.334
979,979,-10.904,0.000228,0.33,0.469
980,980,-6.354,0,0.0894,0.291
981,981,-8.899,0.00102,0.0321,0.486
982,982,-7.787,3.35E-05,0.0321,0.923
983,983,-11.54,2.23E-05,0.0742,0.418
984,984,-6.278,0.00806,0.0468,0.114
985,985,-7.554,0.000507,0.0327,0.223
986,986,-4.944,9.34E-06,0.0392,0.214
987,987,-9.918,0.265,0.452,0.132
988,988,-18.359,0,0.922,0.557
989,989,-18.703,0,0.939,0.614
990,990,-17.636,0,0.947,0.772
991,991,-19.942,0,0.949,0.669
992,992,-19.468,0,0.944,0.586
993,993,-19.688,0,0.947,0.63
994,994,-18.887,0,0.961,0.792
995,995,-19.842,0,0.933,0.535
996,996,-21.931,0,0.961,0.777
997,997,-19.565,0,0.95,0.743
998,998,-6.506,4.54E-06,0.0761,0.00178
999,999,-6.069,0.000461,0.0422,0.00752
1000,1000,-6.457,0,0.0308,0.323
1001,1001,-6.472,0,0.0438,0.0404
1002,1002,-6.97,0.000158,0.0276,0.363
1003,1003,-11.1,7.42E-05,0.0288,0.721
1004,1004,-11.3,4.71E-06,0.0339,0.29
1005,1005,-9.686,0.00431,0.0278,0.00746
1006,1006,-7.937,1.56E-05,0.0387,0.165
1007,1007,-9.461,9.15E-06,0.0284,0.0519
1008,1008,-3.159,0,0.0638,0.00428
1009,1009,-4.203,3.81E-05,0.0337,0.00704
1010,1010,-7.595,0,0.0476,0.0204
1011,1011,-3.707,0,0.102,0.088
1012,1012,-4.478,2.30E-06,0.0719,0.0674
1013,1013,-8.788,3.48E-06,0.0809,0.0675
1014,1014,-4.28,0,0.0538,5.59E-05
1015,1015,-3.389,0,0.124,0.01
1016,1016,-3.995,0.00687,0.0806,0.012
1017,1017,-3.925,0,0.202,0.259
1018,1018,-7.636,0.000227,0.0267,0.649
1019,1019,-8.189,0.000213,0.0288,0.623
1020,1020,-16.842,0.0176,0.0463,0.48
1021,1021,-15.269,0.00199,0.0803,0.0652
1022,1022,-23.455,0.000197,0.0382,0.843
1023,1023,-11.183,0.00105,0.0421,0.798
1024,1024,-8.227,3.44E-05,0.115,0.868
1025,1025,-7.912,0.0951,0.144,0.52
1026,1026,-8.072,0.000344,0.0358,0.519
1027,1027,-9.382,0.0379,0.0361,0.355
1028,1028,-9.484,0.000494,0.027,0.00574
1029,1029,-10.39,4.95E-06,0.0318,0.343
1030,1030,-11.568,0.00266,0.0421,0.599
1031,1031,-7.246,6.94E-05,0.069,0.0966
1032,1032,-10.385,0.0789,0.0285,0.0603
1033,1033,-12.749,0.000222,0.0311,0.946
1034,1034,-12.336,0.00281,0.0282,0.494
1035,1035,-12.855,0.0421,0.0265,0.536
1036,1036,-11.684,1.28E-05,0.026,0.721
1037,1037,-9.811,0.0013,0.0267,0.378
1038,1038,-5.877,0.105,0.052,2.23E-05
1039,1039,-4.172,0.000137,0.0508,0.000643
1040,1040,-7.036,0.00124,0.041,0.00014
1041,1041,-5.721,0.765,0.0518,1.88E-05
1042,1042,-3.291,0.00654,0.0636,0.00043
1043,1043,-4.804,0.108,0.152,0.000856
1044,1044,-4.998,0.828,0.0448,7.81E-06
1045,1045,-4.439,0.0715,0.0361,2.42E-05
1046,1046,-3.685,0,0.0836,0.0107
1047,1047,-6.821,0.0202,0.196,0.00406
1048,1048,-6.156,0.000855,0.0385,0.0102
1049,1049,-3.871,0.0049,0.0719,0.00076
1050,1050,-3.713,0.285,0.0351,0.0709
1051,1051,-3.249,0.0777,0.0452,8.74E-05
1052,1052,-4.557,0.0226,0.0391,0.0946
1053,1053,-4.583,0.00332,0.0268,0.0285
1054,1054,-8.169,0.0082,0.0268,0.439
1055,1055,-3.993,2.36E-05,0.0361,0.0964
1056,1056,-6.208,0.273,0.0343,0.00596
1057,1057,-5.283,0.000236,0.0994,0.22
1058,1058,-6.827,0,0.267,0.327
1059,1059,-7.736,0,0.334,0.0973
1060,1060,-6.7,0.00332,0.246,0.0996
1061,1061,-6.371,0,0.321,0.0987
1062,1062,-8.045,1.46E-05,0.335,0.266
1063,1063,-8.333,3.12E-06,0.336,0.359
1064,1064,-5.652,0,0.268,0.664
1065,1065,-9.441,1.52E-05,0.35,0.328
1066,1066,-6.518,0,0.309,0.0243
1067,1067,-6.432,0,0.468,0.715
1068,1068,-5.767,0,0.0633,0.00486
1069,1069,-12.437,0.000116,0.0342,0.000972
1070,1070,-3.845,2.16E-05,0.0524,0.0271
1071,1071,-11.121,0.764,0.116,0.0748
1072,1072,-6.246,0.701,0.0316,0.109
1073,1073,-7.689,0.898,0.0279,0.339
1074,1074,-11.271,0.605,0.0648,0.34
1075,1075,-10.679,0.707,0.0328,0.185
1076,1076,-12.975,1.21E-06,0.0752,0.459
1077,1077,-6.48,0.109,0.0312,0.00371
1078,1078,-9.529,2.00E-05,0.0536,0.308
1079,1079,-8.314,0.000223,0.045,0.255
1080,1080,-8.053,8.66E-06,0.0996,0.607
1081,1081,-7.229,2.55E-05,0.0265,0.22
1082,1082,-9.02,0.109,0.0737,0.0713
1083,1083,-6.553,1.52E-05,0.038,0.61
1084,1084,-19.197,0.0967,0.0433,0.896
1085,1085,-11.989,0.00104,0.0471,0.832
1086,1086,-10.98,0.0197,0.04,0.662
1087,1087,-7.911,1.34E-05,0.0331,0.828
1088,1088,-5.946,0,0.269,0.143
1089,1089,-2.261,0.000532,0.0664,0.103
1090,1090,-7.905,0,0.332,0.0281
1091,1091,-5.653,1.85E-05,0.0545,0.0482
1092,1092,-2.832,8.01E-06,0.269,0.0296
1093,1093,-4.932,0.000113,0.0464,0.126
1094,1094,-7.198,0,0.283,0.105
1095,1095,-5.324,4.11E-05,0.0978,0.0555
1096,1096,-5.833,0,0.235,0.107
1097,1097,-6.304,0,0.246,0.0398
1098,1098,-5.328,0.000106,0.136,0.33
1099,1099,-10.523,0.0537,0.0357,0.0977
1100,1100,-6.668,8.60E-06,0.251,0.031
1101,1101,-5.511,0,0.395,0.0383
1102,1102,-5.423,0,0.458,0.326
1103,1103,-2.134,0.000427,0.0792,0.0543
1104,1104,-6.176,0,0.339,0.155
1105,1105,-4.489,0,0.164,0.000931
1106,1106,-5.431,2.10E-05,0.097,0.00712
1107,1107,-4.593,0,0.0308,0.0261
1108,1108,-13.945,4.10E-06,0.0316,0.551
1109,1109,-6.901,0,0.0277,0.198
1110,1110,-7.32,0.00269,0.0306,0.736
1111,1111,-6.549,5.16E-06,0.0301,0.0643
1112,1112,-5.082,0.000163,0.0369,0.105
1113,1113,-9.442,0.000351,0.0308,0.788
1114,1114,-9.632,1.91E-05,0.0274,0.235
1115,1115,-5.195,0.0934,0.0849,0.0529
1116,1116,-7.472,0.0134,0.0252,0.114
1117,1117,-22.507,0.0292,0.0448,0.994
1118,1118,-21.396,0.341,0.0335,0.99
1119,1119,-19.115,0.779,0.0333,0.946
1120,1120,-15.755,0.853,0.041,0.733
1121,1121,-25.362,0.838,0.0415,0.859
1122,1122,-18.535,0.317,0.0355,0.969
1123,1123,-17.101,0.691,0.036,0.897
1124,1124,-29.484,0.446,0.0367,0.957
1125,1125,-13.82,0.955,0.0368,0.753
1126,1126,-21.067,0.943,0.0385,0.754
1127,1127,-8.045,0.298,0.028,0.00487
1128,1128,-10.142,0.000155,0.0386,0.123
1129,1129,-3.366,0.0543,0.0283,0.043
1130,1130,-6.217,0.0138,0.0418,0.149
1131,1131,-5.594,0.0196,0.0515,0.589
1132,1132,-9.913,0.0111,0.0275,0.707
1133,1133,-4.267,0.0402,0.0391,0.00268
1134,1134,-6.022,0.855,0.0278,0.0823
1135,1135,-4.892,0.000886,0.0375,0.577
1136,1136,-10.02,0.057,0.0597,0.415
1137,1137,-2.692,0,0.207,0.0351
1138,1138,-4.682,0,0.223,0.0394
1139,1139,-7.682,9.43E-06,0.247,0.0474
1140,1140,-6.186,1.68E-06,0.14,0.274
1141,1141,-5.058,5.29E-06,0.352,0.00602
1142,1142,-5.819,0.0431,0.221,1.70E-05
1143,1143,-7.178,3.28E-05,0.374,0.00776
1144,1144,-4.964,2.80E-06,0.318,0.02
1145,1145,-6.405,0,0.232,0.0424
1146,1146,-3.914,0,0.182,0.103
1147,1147,-4.787,0,0.153,0.198
1148,1148,-7.818,0,0.0377,0.641
1149,1149,-5.517,0.00042,0.0513,0.238
1150,1150,-3.652,0,0.0389,0.0391
1151,1151,-4.346,0,0.178,0.226
1152,1152,-6.075,0,0.101,0.443
1153,1153,-4.529,4.89E-06,0.059,0.42
1154,1154,-6.758,0,0.0405,0.79
1155,1155,-3.922,0,0.046,0.0248
1156,1156,-4.078,0,0.0741,0.127
1157,1157,-5.83,0,0.027,0.257
1158,1158,-3.493,3.27E-06,0.0402,0.025
1159,1159,-5.534,0,0.0281,0.164
1160,1160,-4.353,0,0.0296,0.252
1161,1161,-5.088,0,0.0252,0.231
1162,1162,-2.994,1.74E-05,0.037,0.11
1163,1163,-4.952,2.79E-06,0.0338,0.0615
1164,1164,-5.968,0,0.0396,0.0799
1165,1165,-4.834,0,0.0331,0.231
1166,1166,-3.318,0,0.0772,0.117
1167,1167,-5.417,0,0.0406,0.398
1168,1168,-4.135,0,0.0397,0.378
1169,1169,-6.017,4.79E-05,0.0672,0.228
1170,1170,-8.195,0,0.0479,0.312
1171,1171,-9.097,0,0.0526,0.467
1172,1172,-7.63,4.40E-06,0.0617,0.263
1173,1173,-7.322,5.08E-05,0.0433,0.218
1174,1174,-4.717,0.000218,0.0314,0.223
1175,1175,-8.117,6.80E-06,0.0323,0.301
1176,1176,-5.347,0,0.0298,0.383
1177,1177,-3.061,0,0.0449,0.171
1178,1178,-3.48,0,0.072,0.0398
1179,1179,-5.025,0,0.0622,0.253
1180,1180,-5.128,1.49E-06,0.047,0.579
1181,1181,-4.713,0,0.0499,0.351
1182,1182,-4.126,1.48E-05,0.0282,0.0079
1183,1183,-3.857,0,0.0378,0.399
1184,1184,-3.109,0,0.0411,0.109
1185,1185,-2.876,6.62E-06,0.0573,0.00537
1186,1186,-6.102,0.193,0.0432,0.0333
1187,1187,-15.231,8.06E-05,0.0341,0.92
1188,1188,-10.522,1.58E-05,0.0491,0.742
1189,1189,-10.334,0,0.03,0.818
1190,1190,-7.543,0,0.0801,0.686
1191,1191,-11.143,0,0.0302,0.763
1192,1192,-11.745,7.76E-06,0.0326,0.635
1193,1193,-13.507,0.0152,0.031,0.92
1194,1194,-11.528,0,0.4,0.753
1195,1195,-15.755,3.52E-06,0.0301,0.91
1196,1196,-19.203,8.07E-06,0.0327,0.862
1197,1197,-3.912,0.00378,0.0531,0.00897
1198,1198,-5.217,2.77E-06,0.03,0.0391
1199,1199,-5.29,0.000132,0.0329,0.222
1200,1200,-7.975,0.0123,0.0659,0.00608
1201,1201,-4.254,0,0.0375,0.00437
1202,1202,-4.774,0.000164,0.0349,0.00861
1203,1203,-5.55,0.00174,0.0512,0.0995
1204,1204,-6.162,0,0.0501,0.045
1205,1205,-4.86,0.81,0.0616,0.00342
1206,1206,-3.878,0,0.0766,0.0366
1207,1207,-5.668,0,0.0755,0.0111
1208,1208,-5.442,0,0.277,0.00212
1209,1209,-4.939,0,0.323,0.0527
1210,1210,-6.417,0,0.221,0.0574
1211,1211,-4.623,0,0.0683,0.0313
1212,1212,-6.261,0,0.0708,0.0497
1213,1213,-6.934,1.95E-06,0.0348,0.0315
1214,1214,-9.383,0,0.0859,0.00811
1215,1215,-2.775,6.99E-06,0.0708,0.017
1216,1216,-5.109,0,0.345,0.0745
1217,1217,-6.33,1.78E-06,0.0794,0.0889
1218,1218,-3.845,0,0.0278,0.0664
1219,1219,-6.056,0,0.0255,0.138
