Performance_ID,Youtube_ID,Likes,Comments
314,314,826069,53502
315,315,272421,11734
316,316,278099,5625
317,317,1192658,94999
318,318,6477,291
319,319,51843,1182
320,320,325993,5530
321,321,54749,2569
322,322,461647,14487
323,323,96598,1286
324,324,487517,9641
325,325,487517,9641
326,326,3427,120
327,327,102385,2065
328,328,8576,154
329,329,796542,26241
330,330,1105989,129255
331,331,1310078,63150
332,332,959510,35828
333,333,2521768,103200
334,334,587832,6406
335,335,2878369,156021
336,336,161439,692
337,337,10149,398
338,338,540229,25030
339,339,1797312,71502
340,340,2366696,61907
341,341,604843,20964
342,342,13068,1056
343,343,344687,11739
344,344,4708,234
345,345,372824,11354
346,346,183468,7981
347,347,411448,15387
348,348,556658,24537
349,349,62146,758
350,350,135456,2986
351,351,3218858,66334
352,352,226588,7996
353,353,15962,860
354,354,6931695,203892
355,355,2260106,93092
356,356,72908,3391
357,357,1998224,70570
358,358,2906283,129479
359,359,2987341,238912
360,360,227824,3837
361,361,118,1
362,362,380311,7976
363,363,884924,16214
364,364,20775,238
365,365,50788626,4252791
366,366,13036596,384865
367,367,135919,4338
368,368,32718,1675
369,369,10360,193
370,370,11866,131
371,371,3473758,55136
372,372,1082398,22200
373,373,2671691,66140
374,374,127447,24904
375,375,343353,6184
376,376,567407,30951
377,377,542757,10632
378,378,390046,7678
379,379,13233,505
380,380,1014895,14047
381,381,365,9
382,382,3044369,62305
383,383,152209,3756
384,384,3018400,80704
385,385,897239,13226
386,386,1630182,32142
387,387,112136,1984
388,388,557112,17598
389,389,4767981,102284
390,390,165238,6585
391,391,3931975,155815
392,392,1776186,72030
393,393,4595411,175028
394,394,2519778,100903
395,395,7582,295
396,396,1489871,69084
397,397,1012974,46266
398,398,2725163,122790
399,399,802449,42897
400,400,4581525,91974
401,401,3786939,81763
402,402,3283909,54002
403,403,2193036,30404
404,404,12824730,365438
405,405,9294232,318569
406,406,897239,13226
407,407,1592808,25210
408,408,557112,17598
409,409,86026,1945
410,410,,
411,411,,
412,412,,
413,413,,
414,414,,
415,415,,
416,416,,
417,417,,
418,418,,
419,419,462099,6079
420,420,807784,0
421,421,801663,0
422,422,1681967,72180
423,423,722050,0
424,424,179776,0
425,425,23313,0
426,426,141,0
427,427,105691,0
428,428,322458,11634
429,429,1357047,42849
430,430,55241,1505
431,431,3501617,121415
432,432,873194,15899
433,433,1813108,56309
434,434,1069833,54530
435,435,432601,10064
436,436,1357047,42849
437,437,63534,1202
438,438,2639677,96771
439,439,2672,38
440,440,278,5
441,441,2004619,51673
442,442,518074,17267
443,443,2437220,70659
444,444,170898,9500
445,445,29277,1631
446,446,705272,7076
447,447,53729,2503
448,448,92424,2748
449,449,3874002,249083
450,450,57286,1925
451,451,697101,27832
452,452,1298739,43433
453,453,2207817,78714
454,454,2212835,32922
455,455,1814454,64494
456,456,1613939,116298
457,457,1304247,43998
458,458,578830,34527
459,459,851792,11886
460,460,622085,12320
461,461,4077182,159031
462,462,794372,11692
463,463,311358,3457
464,464,322723,3748
465,465,127548,2513
466,466,417473,11032
467,467,2718990,94883
468,468,735586,13863
469,469,256,5
470,470,256,5
471,471,256,5
472,472,256,5
473,473,256,5
474,474,256,5
475,475,256,5
476,476,256,5
477,477,256,5
478,478,256,5
479,479,5394887,156860
480,480,282832,12531
481,481,2156715,38383
482,482,605862,12977
483,483,6735409,247220
484,484,2224745,56143
485,485,923122,54428
486,486,100178,2351
487,487,722644,15817
488,488,2291965,83981
489,489,632208,8408
490,490,671799,17862
491,491,481325,50693
492,492,4077182,159031
493,493,126015,1582
494,494,16354,596
495,495,96196,1724
496,496,1124402,20864
497,497,259,14
498,498,15379,436
499,499,405995,7172
500,500,5849,230
501,501,83454,4099
502,502,7571,446
503,503,217345,5603
504,504,8034,238
505,505,1643,53
506,506,46296,1746
507,507,,56
508,508,2914,197
509,509,7083485,329548
510,510,3961603,93489
511,511,1974713,55529
512,512,2007787,59023
513,513,2399598,92234
514,514,757083,31832
515,515,3690,246
516,516,802891,29715
517,517,554702,18696
518,518,1581,63
519,519,1783994,62926
520,520,1599727,65058
521,521,569250,30161
522,522,1636380,108818
523,523,5750425,166526
524,524,588715,22284
525,525,2920109,124685
526,526,851013,22129
527,527,3045,182
528,528,300946,15066
529,529,1276626,32926
530,530,114821,4830
531,531,185950,3358
532,532,5145,235
533,533,18068,389
534,534,14581,417
535,535,13389,445
536,536,12247,409
537,537,60810,1654
538,538,10849,425
539,539,368298,26853
540,540,1391854,65543
541,541,814237,29034
542,542,488937,15957
543,543,254648,16380
544,544,415034,8809
545,545,833060,38802
546,546,604210,22593
547,547,214006,10189
548,548,484356,20481
549,549,26655,1046
550,550,1992939,40482
551,551,3105744,73217
552,552,1024854,23741
553,553,787792,21937
554,554,219918,15169
555,555,212652,6763
556,556,651715,17039
557,557,49199,1401
558,558,246673,9882
559,559,2211238,87719
560,560,1421839,42357
561,561,3598519,160857
562,562,255982,8371
563,563,696184,30426
564,564,1634462,85175
565,565,2607369,105721
566,566,1215219,48701
567,567,611649,30343
568,568,531060,18176
569,569,94047,2828
570,570,82027,3101
571,571,280372,146
572,572,43830,2150
573,573,209073,7626
574,574,267021,11268
575,575,67141,2865
576,576,94151,4359
577,577,16688,677
578,578,50735,65
579,579,3050582,87518
580,580,365496,13142
581,581,943127,15095
582,582,469835,21727
583,583,292770,13871
584,584,239167,646
585,585,373853,11423
586,586,62311,194
587,587,107900,3628
588,588,273817,9590
589,589,505,12
590,590,32073,982
591,591,19078,620
592,592,18952,715
593,593,,
594,594,34153,1422
595,595,174881,12574
596,596,12277,537
597,597,66885,2792
598,598,201,119
599,599,388244,12705
600,600,265625,9783
601,601,318193,12114
602,602,301823,11022
603,603,497,40
604,604,3182,141
605,605,30269,498
606,606,11311,527
607,607,43899,1160
608,608,265625,9783
609,609,1581923,60906
610,610,498740,28347
611,611,1840581,94913
612,612,914915,34692
613,613,308826,23907
614,614,596518,40763
615,615,292705,13654
616,616,264005,15058
617,617,297202,19357
618,618,398587,20026
619,619,2096610,53613
620,620,,
621,621,2096610,53613
622,622,,
623,623,,
624,624,,
625,625,,
626,626,,
627,627,,
628,628,2096610,53613
629,629,438137,1885
630,630,356411,13610
631,631,53197,1780
632,632,954906,41700
633,633,374784,19049
634,634,398788,10631
635,635,204349,6477
636,636,29636,914
637,637,121706,934
638,638,87437,330
639,639,4560379,140853
640,640,1568340,45403
641,641,6590921,184288
642,642,3364863,84798
643,643,872881,31405
644,644,1144189,39728
645,645,566860,17345
646,646,958921,29912
647,647,207031,8051
648,648,35911,2422
649,649,9629569,294499
650,650,5614192,137453
651,651,1505962,53190
652,652,1114,53
653,653,2958284,240010
654,654,84144,2156
655,655,87956,1342
656,656,649,31
657,657,22,0
658,658,968198,61187
659,659,2268246,33609
660,660,746107,15702
661,661,280742,6094
662,662,21228,503
663,663,139447,1647
664,664,331763,6044
665,665,43760,725
666,666,42678,1016
667,667,562192,14105
668,668,100897,1792
669,669,762547,18001
670,670,891840,22678
671,671,617689,20280
672,672,685207,22085
673,673,19714,72
674,674,218869,12747
675,675,402933,14189
676,676,171485,6114
677,677,222605,9964
678,678,7373,1041
679,679,314682,4339
680,680,284168,7811
681,681,111121,1509
682,682,1354860,33743
683,683,4634,0
684,684,154812,3393
685,685,1886,77
686,686,37435,692
687,687,111121,1509
688,688,1678,57
689,689,2467146,36111
690,690,717682,15217
691,691,483761,10542
692,692,352972,7956
693,693,1156885,29495
694,694,870329,18645
695,695,347023,7441
696,696,373586,10534
697,697,398944,9890
698,698,550734,16276
699,699,275839,4553
700,700,205095,7503
701,701,328746,7573
702,702,813397,26945
703,703,1256007,29723
704,704,499022,14747
705,705,984598,23092
706,706,497537,13463
707,707,683854,15509
708,708,357244,9737
709,709,2720170,71642
710,710,2720170,71642
711,711,161399,6596
712,712,2716911,88551
713,713,303542,7924
714,714,46997,1813
715,715,44533,20
716,716,112139,298
717,717,564619,26464
718,718,37440,2387
719,719,1377238,42455
720,720,337872,8553
721,721,1382318,59535
722,722,937226,64811
723,723,126911,4277
724,724,231220,9179
725,725,125895,5440
726,726,117360,4191
727,727,29395,763
728,728,23345,994
729,729,611459,18980
730,730,3381467,75843
731,731,177,15
732,732,12335,300
733,733,51127,2578
734,734,546047,11614
735,735,303998,8167
736,736,6707,386
737,737,696,59
738,738,132704,3865
739,739,446376,11569
740,740,2513313,63530
741,741,6354591,165760
742,742,1982076,86980
743,743,4094819,109738
744,744,10159799,272098
745,745,234999,8870
746,746,4098178,99609
747,747,1785,50
748,748,1169541,79714
749,749,2247596,57309
750,750,760396,17486
751,751,3703908,90200
752,752,591983,26551
753,753,630152,24570
754,754,284439,18403
755,755,72303,2386
756,756,754934,22299
757,757,70607,1647
758,758,260588,6816
759,759,5730,472
760,760,925748,26960
761,761,627919,77394
762,762,551840,11271
763,763,133486,3278
764,764,358718,16226
765,765,58757,2337
766,766,181862,8012
767,767,305062,9866
768,768,2042571,62121
769,769,8399842,303714
770,770,3439891,100036
771,771,848193,19675
772,772,542989,20742
773,773,542989,20742
774,774,1192639,55266
775,775,378367,13330
776,776,334922,12815
777,777,1951101,74511
778,778,2131722,91173
779,779,1295486,41072
780,780,26138,457
781,781,1245864,59064
782,782,2960387,81481
783,783,1163665,53658
784,784,922791,24455
785,785,594293,27023
786,786,20421,148
787,787,760601,38055
788,788,2108983,32185
789,789,1038894,24852
790,790,3115238,75991
791,791,2839141,88494
792,792,369,11
793,793,1783526,28197
794,794,427261,19331
795,795,41707,69
796,796,675406,29205
797,797,676119,17554
798,798,288641,6956
799,799,976056,41662
800,800,39946,1087
801,801,350990,14035
802,802,297493,13691
803,803,548654,20198
804,804,692,21
805,805,120134,4792
806,806,100119,2527
807,807,212377,17148
808,808,2999848,113202
809,809,118,7
810,810,4473354,130521
811,811,1107925,48892
812,812,912206,50877
813,813,691843,26111
814,814,8789,399
815,815,562892,23086
816,816,1142440,29378
817,817,2429492,75603
818,818,3177897,87952
819,819,1651705,31399
820,820,1587286,42642
821,821,253377,3310
822,822,6295,180
823,823,196022,3265
824,824,1924,98
825,825,477822,7894
826,826,617719,9896
827,827,698668,9367
828,828,2448579,81497
829,829,1765,48
830,830,2976,116
831,831,56131,1351
832,832,34145,849
833,833,2068939,45412
834,834,248914,6332
835,835,4573,210
836,836,66946,2418
837,837,216183,6331
838,838,12815,383
839,839,53927,1252
840,840,1985,65
841,841,28191,765
842,842,69292,2238
843,843,22326,1048
844,844,33010,821
845,845,16149,507
846,846,85655,2025
847,847,744,92
848,848,724771,31006
849,849,397687,8651
850,850,607680,8361
851,851,282704,12738
852,852,184850,5935
853,853,14654,465
854,854,124414,4078
855,855,630584,22530
856,856,29675,688
857,857,168436,6036
858,858,2069220,51057
859,859,246058,2709
860,860,771481,10007
861,861,644599,22110
862,862,1475736,57825
863,863,2625403,84947
864,864,1697139,42213
865,865,465629,11030
866,866,1987,52
867,867,807237,11302
868,868,3188530,69341
869,869,1812391,28458
870,870,4898,105
871,871,901996,15894
872,872,996084,21927
873,873,509191,8746
874,874,811256,16653
875,875,741934,14151
876,876,328851,3930
877,877,447948,6773
878,878,5030572,101986
879,879,2186380,135579
880,880,1038894,24852
881,881,1021363,49455
882,882,798143,25149
883,883,386560,10703
884,884,1201965,30536
885,885,1081624,32928
886,886,264129,8034
887,887,747581,21238
888,888,584611,8046
889,889,270486,7087
890,890,228318,5850
891,891,240964,4157
892,892,346188,6325
893,893,1496,54
894,894,331279,10142
895,895,14467,222
896,896,34922,793
897,897,18150,477
898,898,1139522,25291
899,899,40756,1295
900,900,5730,472
901,901,627478,9186
902,902,198028,3891
903,903,221624,4115
904,904,1782474,48986
905,905,,
906,906,410778,11398
907,907,400716,7918
908,908,1371714,33213
909,909,1261580,27519
910,910,620650,15512
911,911,885466,18426
912,912,305429,5766
913,913,321781,23084
914,914,545826,13595
915,915,195252,5809
916,916,538106,11957
917,917,490508,10384
918,918,252043,6073
919,919,57436,2175
920,920,15259,1129
921,921,14207,443
922,922,83,1
923,923,252043,6073
924,924,7047,286
925,925,,
926,926,11063,499
927,927,5363,4
928,928,1413058,25918
929,929,481668,11434
930,930,299352,767
931,931,654079,15411
932,932,1086470,25685
933,933,248255,4483
934,934,824528,15282
935,935,53340,913
936,936,445923,9915
937,937,188421,3774
938,938,,
939,939,2922101,91891
940,940,81537,1921
941,941,1120177,38737
942,942,3554364,116387
943,943,117575,3505
944,944,1498794,52274
945,945,11369,18
946,946,559577,17906
947,947,327137,8124
948,948,2922101,91891
949,949,282292,8278
950,950,1774707,41253
951,951,893447,12701
952,952,328383,8665
953,953,3554364,116387
954,954,117575,3505
955,955,144336,2542
956,956,1406321,30074
957,957,118714,1885
958,958,3493264,247577
959,959,3334003,185880
960,960,763688,18065
961,961,839607,21749
962,962,,
963,963,1629748,22157
964,964,570484,10761
965,965,893447,12701
966,966,623252,20830
967,967,3251753,61929
968,968,,
969,969,179337,0
970,970,115400,
971,971,,
972,972,,
973,973,,
974,974,,
975,975,50137,1913
976,976,,
977,977,18262,833
978,978,349026,4789
979,979,89362,759
980,980,259135,3072
981,981,282292,8278
982,982,45812,662
983,983,431119,11445
984,984,160324,1708
985,985,238048,5428
986,986,295870,8891
987,987,271624,2608
988,988,,
989,989,,
990,990,,
991,991,,
992,992,,
993,993,177,44
994,994,,
995,995,,
996,996,177,44
997,997,,
998,998,701136,29129
999,999,381573,12369
1000,1000,4300,359
1001,1001,594073,29110
1002,1002,131331,3513
1003,1003,223202,5706
1004,1004,45883,977
1005,1005,47221,1311
1006,1006,90026,3635
1007,1007,28370,1783
1008,1008,863870,16014
1009,1009,1286137,20978
1010,1010,473384,12707
1011,1011,486900,9356
1012,1012,522270,9544
1013,1013,221439,5657
1014,1014,324807,9107
1015,1015,142752,6483
1016,1016,238566,13057
1017,1017,45728,99
1018,1018,2102982,74007
1019,1019,6799,230
1020,1020,335190,16382
1021,1021,29936,156
1022,1022,49336,1637
1023,1023,53415,1388
1024,1024,796860,40573
1025,1025,295090,22823
1026,1026,82353,2655
1027,1027,85709,2081
1028,1028,1745720,1602
1029,1029,3846,159
1030,1030,4886,84
1031,1031,63829,61
1032,1032,101408,169
1033,1033,119037,410
1034,1034,19854,69
1035,1035,60895,122
1036,1036,30924,761
1037,1037,266141,3002
1038,1038,1452692,44509
1039,1039,684420,24250
1040,1040,797065,25290
1041,1041,399935,17940
1042,1042,30760,1073
1043,1043,2071,170
1044,1044,253738,11506
1045,1045,95305,1952
1046,1046,101492,4943
1047,1047,166383,6631
1048,1048,1875259,61844
1049,1049,1243094,91884
1050,1050,975292,49776
1051,1051,580314,31404
1052,1052,461260,17895
1053,1053,92413,5753
1054,1054,81932,6880
1055,1055,27643,1810
1056,1056,554,37
1057,1057,24279,257
1058,1058,282222,631
1059,1059,215093,16473
1060,1060,69662,2432
1061,1061,8532,264
1062,1062,178459,2532
1063,1063,38499,1223
1064,1064,11428,185
1065,1065,53352,2339
1066,1066,147287,10693
1067,1067,86055,1102
1068,1068,743868,13560
1069,1069,588104,14772
1070,1070,563742,15184
1071,1071,1128,92
1072,1072,228863,6115
1073,1073,399640,9838
1074,1074,186872,6541
1075,1075,413725,10787
1076,1076,223582,3957
1077,1077,377508,13132
1078,1078,97094,1858
1079,1079,568518,27361
1080,1080,19794,602
1081,1081,208,7
1082,1082,58292,1658
1083,1083,143142,2578
1084,1084,48,3
1085,1085,4464,431
1086,1086,31802,974
1087,1087,17074,421
1088,1088,2594501,70168
1089,1089,4762306,157039
1090,1090,435256,9751
1091,1091,731057,18200
1092,1092,82198,2152
1093,1093,478016,8700
1094,1094,138449,5122
1095,1095,188283,8091
1096,1096,94555,4179
1097,1097,105443,3143
1098,1098,2610676,75252
1099,1099,1302866,29048
1100,1100,450856,12885
1101,1101,991,57
1102,1102,65715,2749
1103,1103,1129875,37289
1104,1104,26507,796
1105,1105,266124,5486
1106,1106,62675,1861
1107,1107,75234,1980
1108,1108,2278,50
1109,1109,221945,9426
1110,1110,2232875,61955
1111,1111,136704,5769
1112,1112,518375,18223
1113,1113,392387,16176
1114,1114,129871,5653
1115,1115,191313,10811
1116,1116,136344,5231
1117,1117,12507,302
1118,1118,5492,0
1119,1119,101989,4915
1120,1120,4134,285
1121,1121,580946,30020
1122,1122,168124,11053
1123,1123,2713,107
1124,1124,1759,47
1125,1125,30593,722
1126,1126,10827,104
1127,1127,984734,18767
1128,1128,284206,8986
1129,1129,129117,2181
1130,1130,17366,727
1131,1131,1459,108
1132,1132,860,39
1133,1133,506680,30811
1134,1134,197094,8458
1135,1135,148013,6425
1136,1136,3199,179
1137,1137,7892,846
1138,1138,3229,211
1139,1139,194659,5843
1140,1140,124840,7754
1141,1141,709580,29667
1142,1142,139601,7535
1143,1143,2763,166
1144,1144,28457,1129
1145,1145,5470,301
1146,1146,530827,16488
1147,1147,50788652,4252791
1148,1148,973,107
1149,1149,58669,2217
1150,1150,10003280,335363
1151,1151,388291,7956
1152,1152,1163847,31450
1153,1153,1153714,14399
1154,1154,1072743,16849
1155,1155,327609,4659
1156,1156,1950711,37637
1157,1157,6543984,262818
1158,1158,1026,75
1159,1159,2008434,60949
1160,1160,925273,40575
1161,1161,1400337,54464
1162,1162,447551,19839
1163,1163,607519,30094
1164,1164,665672,31965
1165,1165,755874,31652
1166,1166,171037,7935
1167,1167,4887678,174011
1168,1168,989603,17142
1169,1169,1950221,88104
1170,1170,9345,271
1171,1171,504971,17494
1172,1172,1085966,27233
1173,1173,141535,3063
1174,1174,1943053,68936
1175,1175,4011,278
1176,1176,798584,19996
1177,1177,1035021,27699
1178,1178,2374522,100421
1179,1179,1360501,25445
1180,1180,780044,12651
1181,1181,53850,1480
1182,1182,1951726,45995
1183,1183,1053756,15336
1184,1184,1785834,54611
1185,1185,1818105,44986
1186,1186,99470,3095
1187,1187,108929,1817
1188,1188,4872,54
1189,1189,2313,54
1190,1190,131134,2532
1191,1191,820,11
1192,1192,8193,98
1193,1193,72960,2911
1194,1194,2850,55
1195,1195,2000,40
1196,1196,47782,2217
1197,1197,4918388,103056
1198,1198,737994,19780
1199,1199,6174,362
1200,1200,1539357,25164
1201,1201,25243,821
1202,1202,5851,158
1203,1203,43730,1267
1204,1204,11258,330
1205,1205,44456,1545
1206,1206,93641,2044
1207,1207,1460371,37675
1208,1208,558493,28835
1209,1209,38660,1284
1210,1210,170177,2640
1211,1211,3192354,111859
1212,1212,69423,1913
1213,1213,391095,12936
1214,1214,433752,9760
1215,1215,75174,2911
1216,1216,206563,4843
1217,1217,1936701,40031
1218,1218,1530474,38571
1219,1219,802623,18296
1220,1220,586417,14007
1221,1221,20959,523
1222,1222,416355,12984
1223,1223,640707,16764
1224,1224,250488,7368
1225,1225,20438,67
1226,1226,26846,1558
1227,1227,1221890,54070
1228,1228,64,5
1229,1229,303800,14910
1230,1230,384077,22021
1231,1231,168695,10205
1232,1232,669935,25407
1233,1233,196463,7714
1234,1234,53276,1703
1235,1235,109719,4762
1236,1236,104022,4674
1237,1237,4102375,238248
1238,1238,2127540,74888
1239,1239,405362,33017
1240,1240,9738,445
1241,1241,81404,5522
1242,1242,56290,3874
1243,1243,64782,4703
1244,1244,4102375,238248
1245,1245,424760,17558
1246,1246,15985,839
1247,1247,5730,472
1248,1248,158060,7788
1249,1249,374589,13166
1250,1250,2060,143
1251,1251,249454,10587
1252,1252,91947,0
1253,1253,604898,0
1254,1254,22276,0
1255,1255,17185,0
1256,1256,2077,70
1257,1257,5730,472
1258,1258,76374,1535
1259,1259,22242,417
1260,1260,777429,14166
1261,1261,66249,1662
1262,1262,11225,347
1263,1263,58,5
1264,1264,120826,2233
1265,1265,25667,235
1266,1266,4901,219
1267,1267,1084684,32837
1268,1268,1933544,49849
1269,1269,2219770,51829
1270,1270,336672,15255
1271,1271,33571,1376
1272,1272,117522,5423
1273,1273,2716090,87925
1274,1274,12554,334
1275,1275,23770,771
1276,1276,94593,4555
1277,1277,153805,1732
1278,1278,4354,101
1279,1279,184312,25627
1280,1280,12465,277
1281,1281,429643,8503
1282,1282,5909,278
1283,1283,55863,106
1284,1284,33988,167
1285,1285,13395,427
1286,1286,8914,220
1287,1287,2735269,76338
1288,1288,591814,18201
1289,1289,4130401,117513
1290,1290,718071,26998
1291,1291,35160,21
1292,1292,464373,15047
1293,1293,370956,11660
1294,1294,591814,18201
1295,1295,148408,6038
1296,1296,2735269,76338
1297,1297,5730,472
1298,1298,2059168,65850
1299,1299,4262556,132460
1300,1300,843768,24180
1301,1301,319672,12149
1302,1302,2579122,69147
1303,1303,107699,2539
1304,1304,124119,4281
1305,1305,209107,6945
1306,1306,116505,5937
1307,1307,8740440,440974
1308,1308,5730,472
1309,1309,8740440,440974
1310,1310,5400907,196475
1311,1311,11672,691
1312,1312,449123,12641
1313,1313,724817,23419
1314,1314,1628947,83011
1315,1315,790540,23718
1316,1316,715615,17922
1317,1317,8353,319
1318,1318,139213,6377
1319,1319,52064,2944
1320,1320,107028,4143
1321,1321,204035,4085
1322,1322,18336,927
1323,1323,239491,13730
1324,1324,7920,302
1325,1325,57709,3429
1326,1326,4265,163
1327,1327,,
1328,1328,38395,2688
1329,1329,41084,1156
1330,1330,51425,3491
1331,1331,14610,598
