Musicality_ID,Track_ID,Tempo,Key
401,401,118.033,2
402,402,93.999,11
403,403,94.004,1
404,404,126.9,11
405,405,169.775,1
406,406,183.89,8
407,407,162.006,10
408,408,106.002,9
409,409,97.982,9
410,410,94.048,5
411,411,184.08,6
412,412,94.009,11
413,413,180.1,7
414,414,96.994,4
415,415,127.953,11
416,416,94.006,2
417,417,104.986,10
418,418,184.019,9
419,419,77.599,0
420,420,113.852,7
421,421,61.551,5
422,422,152.062,7
423,423,98.957,10
424,424,164.718,0
425,425,121.208,0
426,426,129.272,0
427,427,73.531,2
428,428,88.995,9
429,429,116.992,9
430,430,116.622,5
431,431,92.928,1
432,432,98.026,9
433,433,94.148,0
434,434,120.005,11
435,435,123.801,6
436,436,144.835,1
437,437,113.017,10
438,438,86.009,3
439,439,105.02,6
440,440,88.894,4
441,441,107.331,11
442,442,120.009,0
443,443,145.013,11
444,444,134.985,11
445,445,105.971,5
446,446,67.003,7
447,447,118.027,4
448,448,137.554,5
449,449,150.273,7
450,450,127.148,3
451,451,102.322,7
452,452,78.946,4
453,453,139.986,0
454,454,85.996,6
455,455,122.06,6
456,456,86.443,10
457,457,119.987,4
458,458,173.977,4
459,459,175.589,2
460,460,100.026,7
461,461,121.999,4
462,462,125.998,2
463,463,112.941,9
464,464,137.864,2
465,465,152,10
466,466,158.125,0
467,467,87.549,1
468,468,144.033,2
469,469,63.653,1
470,470,175.024,1
471,471,50.977,7
472,472,110.304,1
473,473,114.792,4
474,474,103.357,1
475,475,89.886,1
476,476,99.695,1
477,477,100.66,7
478,478,120.177,0
479,479,94.009,0
480,480,135.875,8
481,481,84.027,2
482,482,130.015,6
483,483,124.914,0
484,484,119.982,8
485,485,112.074,0
486,486,118.037,0
487,487,117.999,10
488,488,108.022,0
489,489,90.058,2
490,490,133.885,7
491,491,78.99,4
492,492,121.999,4
493,493,143.901,4
494,494,141.126,10
495,495,147.076,2
496,496,146.868,5
497,497,167.857,2
498,498,106.993,4
499,499,104.114,0
500,500,122.861,7
501,501,116.334,5
502,502,127.163,11
503,503,126.256,11
504,504,128.153,11
505,505,120.285,9
506,506,112.46,0
507,507,133.568,2
508,508,72.518,2
509,509,127.066,7
510,510,116.68,8
511,511,113.108,8
512,512,79.342,0
513,513,101.414,1
514,514,131.073,1
515,515,142.707,6
516,516,154.016,6
517,517,137.855,5
518,518,99.647,1
519,519,85.064,3
520,520,186.113,1
521,521,94.605,7
522,522,104.98,7
523,523,167.06,8
524,524,97.546,11
525,525,159.779,5
526,526,146.525,8
527,527,167.086,8
528,528,75.958,1
529,529,92.468,2
530,530,132.614,8
531,531,131.413,2
532,532,90.804,5
533,533,72.7,11
534,534,67.775,1
535,535,72.204,8
536,536,68.61,1
537,537,141.628,0
538,538,175.159,8
539,539,120,7
540,540,128.019,2
541,541,121.61,4
542,542,93.162,9
543,543,137.114,11
544,544,118.211,9
545,545,180.301,10
546,546,125.02,2
547,547,136.018,2
548,548,115.997,8
549,549,78.031,1
550,550,162.086,6
551,551,121.161,2
552,552,105.872,9
553,553,108.709,5
554,554,126.294,4
555,555,99.436,9
556,556,139.454,0
557,557,93.448,4
558,558,115.107,5
559,559,143.772,4
560,560,134.724,6
561,561,135.146,2
562,562,131.066,7
563,563,93.345,7
564,564,101.305,7
565,565,92.027,9
566,566,123.962,6
567,567,95.017,11
568,568,122.688,4
569,569,174.323,2
570,570,162.97,0
571,571,150.19,2
572,572,150.249,2
573,573,90.96,9
574,574,104.058,9
575,575,125.414,9
576,576,115.213,0
577,577,169.974,7
578,578,134.881,2
579,579,158.691,1
580,580,122.429,5
581,581,136.302,2
582,582,118.628,1
583,583,116.063,9
584,584,100.626,1
585,585,136.302,9
586,586,139.506,7
587,587,109.689,9
588,588,86.327,0
589,589,94.079,9
590,590,62.881,7
591,591,107.425,5
592,592,95.985,9
593,593,191.413,5
594,594,107.351,2
595,595,119.975,9
596,596,100.089,7
597,597,110.877,7
598,598,71.028,9
599,599,141.581,7
600,600,71.841,1
601,601,92.615,1
602,602,89.981,5
603,603,124.01,2
604,604,126.628,5
605,605,77.562,5
606,606,125.459,9
607,607,92.966,4
608,608,79.952,5
609,609,148.726,0
610,610,157.66,6
611,611,110,11
612,612,95.594,0
613,613,143.952,5
614,614,136.028,0
615,615,193.155,9
616,616,173.143,4
617,617,111.221,0
618,618,145.125,2
619,619,103.312,0
620,620,74.126,9
621,621,122.242,6
622,622,123.644,11
623,623,124.084,9
624,624,154.186,10
625,625,115.871,7
626,626,78.786,8
627,627,130.958,7
628,628,77.589,1
629,629,100.456,5
630,630,112.113,7
631,631,125.988,9
632,632,134.48,0
633,633,123.295,10
634,634,114.846,10
635,635,182.836,0
636,636,113.633,0
637,637,144.478,11
638,638,80.146,7
639,639,122.511,0
640,640,122.803,0
641,641,119.992,0
642,642,140.795,4
643,643,150.056,7
644,644,164.587,5
645,645,152.445,9
646,646,73.029,2
647,647,118.642,9
648,648,132.864,2
649,649,93.431,11
650,650,95.295,10
651,651,133.974,8
652,652,91.921,11
653,653,155.826,3
654,654,90.575,9
655,655,168.96,1
656,656,117.03,1
657,657,97.582,7
658,658,94.968,7
659,659,116.109,0
660,660,132.77,0
661,661,178.946,2
662,662,120.745,2
663,663,108.217,0
664,664,141.694,9
665,665,130.12,2
666,666,123.113,7
667,667,105.322,10
668,668,117.296,9
669,669,110.171,2
670,670,100.894,1
671,671,181.305,0
672,672,136.279,2
673,673,101.174,6
674,674,125.812,2
675,675,105.701,4
676,676,141.65,0
677,677,140.083,9
678,678,106.004,4
679,679,96.792,4
680,680,99.133,8
681,681,90.013,10
682,682,107.036,8
683,683,82.261,0
684,684,100.238,5
685,685,92.048,0
686,686,97.08,7
687,687,122.984,1
688,688,90.096,5
689,689,143.957,2
690,690,129.943,4
691,691,142.995,0
692,692,150.586,5
693,693,97.007,6
694,694,97.027,7
695,695,76.979,0
696,696,84.092,7
697,697,85.003,6
698,698,95.006,8
699,699,162.241,11
700,700,112.677,7
701,701,148.003,11
702,702,97.159,2
703,703,99.989,9
704,704,118.005,1
705,705,206.037,4
706,706,92.055,4
707,707,115.992,7
708,708,132.31,7
709,709,103.564,10
710,710,103.644,10
711,711,106.164,7
712,712,104.996,5
713,713,109.133,1
714,714,90.43,9
715,715,105.407,10
716,716,123.009,0
717,717,165.922,6
718,718,144.775,7
719,719,128.993,4
720,720,124.936,10
721,721,177.734,0
722,722,145.024,7
723,723,176.631,3
724,724,139.148,7
725,725,131.097,2
726,726,141.075,0
727,727,76.214,0
728,728,133.898,2
729,729,93.941,9
730,730,84.492,9
731,731,96.063,9
732,732,104.536,6
733,733,99.232,1
734,734,106.328,2
735,735,78.61,5
736,736,154.914,11
737,737,91.771,7
738,738,94.191,7
739,739,179.908,8
740,740,126.03,1
741,741,91.012,0
742,742,151.959,7
743,743,91.022,8
744,744,91.017,7
745,745,112.049,0
746,746,137.799,8
747,747,127.933,9
748,748,129.011,10
749,749,114.759,3
750,750,110.621,8
751,751,118.042,8
752,752,126.091,8
753,753,115.68,10
754,754,79.934,11
755,755,65.964,1
756,756,118.039,8
757,757,176.059,9
758,758,160.075,0
759,759,77.986,1
760,760,144.016,2
761,761,87.387,0
762,762,104.888,1
763,763,149.993,2
764,764,78.77,8
765,765,119.675,2
766,766,76.827,10
767,767,144.075,2
768,768,118.818,1
769,769,67.531,4
770,770,152.943,0
771,771,103.952,8
772,772,119.001,6
773,773,119.49,6
774,774,131.242,9
775,775,82.511,7
776,776,99.304,6
777,777,125.354,1
778,778,125.02,9
779,779,136.506,0
780,780,113.941,2
781,781,110.005,1
782,782,99.9,1
783,783,111.037,5
784,784,113.029,2
785,785,119.747,3
786,786,125.398,11
787,787,121.879,5
788,788,118.402,7
789,789,86.412,5
790,790,90.04,1
791,791,92.513,9
792,792,92.923,6
793,793,95.986,11
794,794,147.847,8
795,795,89.898,4
796,796,86.097,7
797,797,90.105,0
798,798,136.161,7
799,799,123.932,7
800,800,134.018,1
801,801,94.01,5
802,802,176.739,2
803,803,173.509,5
804,804,123.799,7
805,805,159.952,4
806,806,173.67,2
807,807,93.007,4
808,808,135.956,7
809,809,77.986,1
810,810,141.284,2
811,811,175.716,1
812,812,76.19,5
813,813,99.931,2
814,814,183.79,1
815,815,188.899,4
816,816,172.976,8
817,817,109.902,5
818,818,105.018,0
819,819,93.537,7
820,820,93.725,5
821,821,97.68,0
822,822,91.094,4
823,823,173.91,7
824,824,77.472,0
825,825,96.499,7
826,826,98.364,9
827,827,85.1,4
828,828,139.939,5
829,829,99.907,0
830,830,140.207,0
831,831,128.031,4
832,832,99.973,11
833,833,147.107,2
834,834,139.442,0
835,835,135.559,7
836,836,105.674,2
837,837,172.882,5
838,838,108.875,5
839,839,113.535,1
840,840,100.499,8
841,841,83.529,0
842,842,110.121,6
843,843,106.938,6
844,844,132.082,11
845,845,174.513,10
846,846,98.567,5
847,847,118.698,1
848,848,84.789,1
849,849,140.095,6
850,850,109.939,0
851,851,143.96,1
852,852,131.059,7
853,853,100.934,9
854,854,78.756,1
855,855,171.609,1
856,856,126.707,9
857,857,99.057,6
858,858,94.989,6
859,859,96.018,2
860,860,183.985,4
861,861,94.977,1
862,862,95.981,11
863,863,164.022,1
864,864,119.999,9
865,865,82.014,1
866,866,120.063,2
867,867,171.976,9
868,868,175.896,1
869,869,175.924,9
870,870,133.682,1
871,871,124.005,11
872,872,128.044,5
873,873,125.015,0
874,874,125.941,1
875,875,132.932,9
876,876,124.971,8
877,877,133.035,1
878,878,105.018,2
879,879,119.963,7
880,880,86.412,5
881,881,129.998,4
882,882,140.012,0
883,883,93.985,6
884,884,124.037,1
885,885,119.928,1
886,886,152.001,5
887,887,138.007,1
888,888,100.558,3
889,889,86.086,0
890,890,104.976,4
891,891,71.136,5
892,892,154.202,0
893,893,80.062,0
894,894,164.933,9
895,895,67.164,4
896,896,117.643,9
897,897,100.296,9
898,898,148.01,8
899,899,81.622,10
900,900,77.986,1
901,901,94.984,9
902,902,157.502,1
903,903,206.037,4
904,904,123.54,3
905,905,104.06,10
906,906,100.738,11
907,907,163.113,10
908,908,80.028,1
909,909,104.961,8
910,910,100,0
911,911,96.995,5
912,912,144.992,8
913,913,79.932,7
914,914,100.011,0
915,915,127.009,6
916,916,157.936,1
917,917,175.694,1
918,918,75.02,7
919,919,176.329,2
920,920,130.253,4
921,921,133.564,0
922,922,72.892,6
923,923,137.274,7
924,924,73.144,7
925,925,130.998,11
926,926,90.664,9
927,927,98.224,10
928,928,125.99,6
929,929,97.989,7
930,930,82.887,8
931,931,128.023,2
932,932,94.895,1
933,933,135.781,8
934,934,128.331,2
935,935,133.901,9
936,936,99.136,2
937,937,113.862,7
938,938,122.925,3
939,939,103.01,5
940,940,145.35,4
941,941,103.104,7
942,942,96.915,5
943,943,91.386,7
944,944,121.108,7
945,945,164.01,4
946,946,136.028,2
947,947,100.93,8
948,948,103.01,5
949,949,119.994,7
950,950,171.973,4
951,951,143.907,2
952,952,103.104,7
953,953,96.915,5
954,954,91.386,7
955,955,151.979,5
956,956,122.004,7
957,957,98.993,7
958,958,115.997,8
959,959,104.964,7
960,960,135.041,0
961,961,78.936,8
962,962,118.028,6
963,963,96.953,4
964,964,105.012,2
965,965,143.907,2
966,966,100.986,9
967,967,108.014,10
968,968,80.53,9
969,969,185.063,2
970,970,125.953,4
971,971,110.004,7
972,972,101.524,11
973,973,127.049,8
974,974,114.978,8
975,975,132.841,6
976,976,112.97,2
977,977,123.041,9
978,978,140.006,0
979,979,139.632,11
980,980,110.011,8
981,981,119.994,7
982,982,129.932,0
983,983,114.945,3
984,984,105.006,0
985,985,92.007,7
986,986,149.929,4
987,987,149.94,11
988,988,117.24,9
989,989,136.412,6
990,990,121.666,5
991,991,77.526,10
992,992,85.7,2
993,993,94.016,8
994,994,139.38,5
995,995,92.621,7
996,996,90.661,1
997,997,115.687,6
998,998,105.338,10
999,999,75.009,11
1000,1000,77.15,4
1001,1001,108.808,2
1002,1002,112.053,7
1003,1003,107.819,0
1004,1004,140.87,4
1005,1005,96.987,7
1006,1006,125.712,2
1007,1007,60.772,7
1008,1008,126.115,0
1009,1009,99.607,1
1010,1010,104.56,0
1011,1011,143.373,11
1012,1012,107.932,5
1013,1013,158.29,7
1014,1014,105.544,4
1015,1015,172.689,6
1016,1016,111.342,3
1017,1017,87.833,0
1018,1018,90.379,9
1019,1019,104.111,7
1020,1020,101.384,2
1021,1021,110.586,0
1022,1022,118.867,7
1023,1023,105.834,10
1024,1024,82.228,5
1025,1025,97.067,0
1026,1026,128.496,0
1027,1027,109.511,10
1028,1028,147.125,2
1029,1029,139.191,7
1030,1030,183.18,9
1031,1031,109.535,9
1032,1032,110.061,7
1033,1033,60.3,7
1034,1034,142.686,4
1035,1035,110.578,7
1036,1036,98.892,9
1037,1037,107.383,4
1038,1038,103.293,2
1039,1039,75.052,2
1040,1040,104.102,4
1041,1041,123.277,11
1042,1042,110.038,5
1043,1043,95.235,4
1044,1044,100.002,2
1045,1045,116.045,6
1046,1046,118.034,0
1047,1047,110.364,11
1048,1048,97.512,6
1049,1049,122.961,9
1050,1050,103.04,1
1051,1051,100.99,2
1052,1052,140.886,11
1053,1053,111.985,9
1054,1054,125.115,7
1055,1055,77.013,5
1056,1056,147.97,5
1057,1057,174.11,9
1058,1058,95.051,7
1059,1059,95.416,6
1060,1060,91.115,7
1061,1061,92.184,1
1062,1062,85.61,1
1063,1063,87.54,6
1064,1064,99.948,0
1065,1065,90.292,8
1066,1066,96.332,9
1067,1067,201.451,11
1068,1068,168.743,11
1069,1069,136.203,0
1070,1070,151.219,9
1071,1071,185.134,11
1072,1072,142.592,9
1073,1073,140.112,9
1074,1074,81.117,0
1075,1075,94.095,9
1076,1076,91.833,9
1077,1077,171.935,9
1078,1078,110.059,5
1079,1079,102.477,4
1080,1080,114.303,7
1081,1081,105.019,0
1082,1082,106.859,0
1083,1083,98.067,11
1084,1084,176.279,3
1085,1085,97.027,11
1086,1086,97.657,5
1087,1087,113.273,7
1088,1088,94.948,4
1089,1089,79.526,4
1090,1090,166.028,5
1091,1091,108.97,0
1092,1092,97.044,11
1093,1093,125.999,5
1094,1094,103.89,6
1095,1095,153.809,9
1096,1096,103.773,2
1097,1097,93.071,1
1098,1098,82.356,7
1099,1099,92.869,10
1100,1100,101.368,1
1101,1101,105.567,4
1102,1102,100.892,1
1103,1103,95.951,11
1104,1104,91.46,10
1105,1105,99.887,1
1106,1106,87.019,10
1107,1107,97.527,7
1108,1108,189.507,0
1109,1109,116.271,1
1110,1110,101.967,3
1111,1111,96.586,8
1112,1112,128.871,1
1113,1113,136.369,3
1114,1114,144.125,2
1115,1115,121.232,5
1116,1116,93.042,5
1117,1117,46.718,8
1118,1118,73.848,2
1119,1119,102.283,10
1120,1120,79.986,2
1121,1121,98.575,2
1122,1122,74.352,2
1123,1123,73.407,2
1124,1124,146.472,2
1125,1125,103.112,7
1126,1126,80.583,1
1127,1127,124.26,2
1128,1128,94.092,0
1129,1129,122.858,11
1130,1130,101.061,4
1131,1131,124.337,8
1132,1132,115.7,2
1133,1133,127.221,4
1134,1134,126.506,2
1135,1135,100.926,11
1136,1136,170.604,11
1137,1137,149.961,1
1138,1138,84.099,6
1139,1139,93.908,10
1140,1140,87.374,10
1141,1141,94,11
1142,1142,91.376,11
1143,1143,178.422,5
1144,1144,92.428,1
1145,1145,94.387,1
1146,1146,95.313,6
1147,1147,177.928,2
1148,1148,77.986,1
1149,1149,123.042,9
1150,1150,96.006,0
1151,1151,177.899,2
1152,1152,172.768,3
1153,1153,143.942,11
1154,1154,119.953,1
1155,1155,100.999,0
1156,1156,90.976,11
1157,1157,99.039,6
1158,1158,108.021,10
1159,1159,98.219,0
1160,1160,96.102,9
1161,1161,167.998,6
1162,1162,108.037,0
1163,1163,100.033,11
1164,1164,141.942,6
1165,1165,133.631,4
1166,1166,104.196,10
1167,1167,94.001,2
1168,1168,92.026,8
1169,1169,170.164,0
1170,1170,81.109,11
1171,1171,90.941,0
1172,1172,83.037,2
1173,1173,85.795,3
1174,1174,92.991,0
1175,1175,86.372,7
1176,1176,79.565,4
1177,1177,107.01,7
1178,1178,128,8
1179,1179,102.04,5
1180,1180,88.335,4
1181,1181,128.15,8
1182,1182,128.003,11
1183,1183,185.913,1
1184,1184,127.961,8
1185,1185,129.998,9
1186,1186,127.085,11
1187,1187,78.696,1
1188,1188,107.607,9
1189,1189,101.918,10
1190,1190,78.231,4
1191,1191,185.319,5
1192,1192,112.046,5
1193,1193,136.094,5
1194,1194,205.882,0
1195,1195,81.332,4
1196,1196,79.37,5
1197,1197,138.009,5
1198,1198,129.885,8
1199,1199,120.032,4
1200,1200,103.517,9
1201,1201,117.98,7
1202,1202,121.03,10
1203,1203,126.162,0
1204,1204,119.995,0
1205,1205,131.933,6
1206,1206,123.946,9
1207,1207,165.015,6
1208,1208,130.977,2
1209,1209,126.045,11
1210,1210,150.009,4
1211,1211,164.116,7
1212,1212,120.073,2
1213,1213,130.029,5
1214,1214,140.032,11
1215,1215,145.103,2
1216,1216,141.052,0
1217,1217,169.888,4
1218,1218,107.878,2
1219,1219,111.03,11
1220,1220,96.986,6
1221,1221,116.994,0
1222,1222,143.965,5
1223,1223,138.539,9
1224,1224,87.008,4
1225,1225,142.902,11
1226,1226,107.94,10
1227,1227,148.723,1
1228,1228,139.986,0
1229,1229,88.591,1
1230,1230,122.093,4
1231,1231,146.347,4
1232,1232,93.699,5
1233,1233,117.486,9
1234,1234,109.823,8
1235,1235,117.498,7
1236,1236,86.857,0
1237,1237,107.682,2
1238,1238,81.548,0
1239,1239,115.09,6
1240,1240,117.283,11
1241,1241,132.146,2
1242,1242,132.538,0
1243,1243,152.644,9
1244,1244,105.76,3
1245,1245,107.938,2
1246,1246,117.932,9
1247,1247,77.986,1
1248,1248,147.667,10
1249,1249,66.302,9
1250,1250,125.619,0
1251,1251,74,9
1252,1252,151.69,0
1253,1253,109.902,0
1254,1254,174.884,7
1255,1255,144.699,9
1256,1256,185.301,9
1257,1257,77.986,1
1258,1258,109.913,0
1259,1259,108.358,9
1260,1260,108.101,4
1261,1261,113.583,5
1262,1262,109.608,0
1263,1263,187.642,2
1264,1264,108.878,0
1265,1265,209.695,10
1266,1266,100.412,8
1267,1267,139.131,2
1268,1268,140.059,9
1269,1269,131.253,1
1270,1270,126.593,4
1271,1271,145.517,7
1272,1272,125.495,0
1273,1273,134.11,9
1274,1274,84.764,0
1275,1275,77.321,0
1276,1276,101.161,5
1277,1277,134.009,1
1278,1278,136.471,7
1279,1279,130.036,0
1280,1280,97.173,8
1281,1281,119.182,3
1282,1282,99.735,11
1283,1283,128.629,6
1284,1284,63.684,0
1285,1285,110.54,11
1286,1286,78.554,10
1287,1287,114.328,10
1288,1288,132.722,6
1289,1289,116.948,1
1290,1290,89.654,10
1291,1291,134.479,8
1292,1292,100.893,9
1293,1293,180.215,2
1294,1294,132.749,6
1295,1295,93.922,7
1296,1296,114.302,10
1297,1297,77.986,1
1298,1298,178.043,1
1299,1299,99.935,11
1300,1300,91.945,0
1301,1301,136.634,6
1302,1302,142.006,0
1303,1303,83.415,0
1304,1304,76.973,1
1305,1305,121.051,9
1306,1306,83.978,7
1307,1307,130,3
1308,1308,77.986,1
1309,1309,130.007,11
1310,1310,120.075,8
1311,1311,99.987,6
1312,1312,130.992,5
1313,1313,97.577,4
1314,1314,127.988,11
1315,1315,83.46,11
1316,1316,97.084,0
1317,1317,84.463,1
1318,1318,139.957,8
1319,1319,105,3
1320,1320,146.927,2
1321,1321,160.106,8
1322,1322,114.017,8
1323,1323,96.997,5
1324,1324,173.691,7
1325,1325,122.998,7
1326,1326,119.982,0
1327,1327,132.047,2
1328,1328,179.223,5
