Track_ID,Liveness,Valence
1317,0.106,0.602
1318,0.119,0.472
1319,0.114,0.814
1320,0.0853,0.24
1321,0.099,0.493
1322,0.119,0.544
1323,0.264,0.961
1324,0.186,0.288
1325,0.0924,0.574
1326,0.333,0.782
1327,0.187,0.0413
1328,0.0908,0.063
1329,0.109,0.0779
1330,0.0849,0.357
1331,0.113,0.66
1332,0.444,0.0707
1333,0.0726,0.445
1334,0.181,0.303
1335,0.126,0.082
1336,0.123,0.037
1337,0.126,0.312
1338,0.127,0.793
1339,0.161,0.218
1340,0.189,0.196
1341,0.152,0.957
1342,0.0615,0.894
1343,0.148,0.302
1344,0.471,0.599
1345,0.185,0.396
1346,0.11,0.46
1347,0.198,0.607
1348,0.244,0.722
1349,0.0615,0.912
1350,0.12,0.103
1351,0.142,0.565
1352,0.383,0.41
1353,0.079,0.618
1354,0.102,0.0873
1355,0.0934,0.406
1356,0.172,0.704
1357,0.0873,0.0929
1358,0.0722,0.186
1359,0.102,0.0382
1360,0.112,0.0707
1361,0.116,0.0364
1362,0.116,0.0815
1363,0.063,0.0397
1364,0.0988,0.08
1365,0.0968,0.0944
1366,0.102,0.0713
1367,0.2,0.285
1368,0.147,0.476
1369,0.063,0.81
1370,0.151,0.288
1371,0.369,0.491
1372,0.323,0.278
1373,0.167,0.682
1374,0.121,0.181
1375,0.957,0.184
1376,0.135,0.232
1377,0.117,0.0382
1378,0.099,0.177
1379,0.101,0.287
1380,0.24,0.247
1381,0.279,0.158
1382,0.2,0.452
1383,0.0686,0.0775
1384,0.118,0.577
1385,0.131,0.121
1386,0.0795,0.0756
1387,0.308,0.444
1388,0.481,0.615
1389,0.0841,0.742
1390,0.115,0.51
1391,0.343,0.356
1392,0.133,0.164
1393,0.135,0.492
1394,0.0883,0.483
1395,0.119,0.323
1396,0.131,0.329
1397,0.131,0.87
1398,0.108,0.504
1399,0.0843,0.742
1400,0.106,0.454
1401,0.103,0.419
1402,0.0922,0.721
1403,0.081,0.881
1404,0.118,0.34
1405,0.156,0.939
1406,0.117,0.608
1407,0.338,0.247
1408,0.195,0.412
1409,0.116,0.531
1410,0.108,0.53
1411,0.322,0.589
1412,0.261,0.59
1413,0.428,0.693
1414,0.0859,0.854
1415,0.0502,0.505
1416,0.367,0.178
1417,0.0878,0.733
1418,0.0804,0.107
1419,0.134,0.446
1420,0.494,0.78
1421,0.421,0.457
1422,0.124,0.793
1423,0.154,0.671
1424,0.126,0.428
1425,0.101,0.728
1426,0.146,0.737
1427,0.0274,0.882
1428,0.46,0.371
1429,0.078,0.295
1430,0.113,0.42
1431,0.11,0.584
1432,0.164,0.737
1433,0.274,0.513
1434,0.345,0.961
1435,0.117,0.144
1436,0.507,0.728
1437,0.109,0.353
1438,0.324,0.648
1439,0.139,0.33
1440,0.146,0.371
1441,0.729,0.748
1442,0.0986,0.202
1443,0.394,0.937
1444,0.416,0.645
1445,0.189,0.641
1446,0.34,0.762
1447,0.23,0.957
1448,0.0682,0.97
1449,0.0793,0.964
1450,0.105,0.498
1451,0.122,0.826
1452,0.0576,0.877
1453,0.0727,0.806
1454,0.163,0.824
1455,0.102,0.85
1456,0.104,0.786
1457,0.128,0.499
1458,0.0922,0.716
1459,0.271,0.694
1460,0.286,0.634
1461,0.293,0.58
1462,0.159,0.473
1463,0.0806,0.789
1464,0.151,0.89
1465,0.146,0.215
1466,0.128,0.552
1467,0.068,0.294
1468,0.0478,0.672
1469,0.0708,0.756
1470,0.248,0.851
1471,0.2,0.908
1472,0.107,0.786
1473,0.525,0.62
1474,0.375,0.624
1475,0.17,0.382
1476,0.0667,0.892
1477,0.115,0.752
1478,0.0934,0.517
1479,0.054,0.306
1480,0.168,0.542
1481,0.0862,0.331
1482,0.0655,0.572
1483,0.0567,0.949
1484,0.097,0.807
1485,0.2,0.428
1486,0.133,0.347
1487,0.189,0.612
1488,0.0901,0.731
1489,0.0586,0.749
1490,0.175,0.663
1491,0.107,0.881
1492,0.0852,0.759
1493,0.311,0.768
1494,0.053,0.874
1495,0.346,0.8
1496,0.366,0.722
1497,0.311,0.669
1498,0.162,0.458
1499,0.232,0.227
1500,0.0935,0.268
1501,0.161,0.492
1502,0.45,0.3
1503,0.199,0.595
1504,0.0873,0.29
1505,0.158,0.756
1506,0.169,0.343
