Track_ID,Artist_Name,Url_spotify,Track,Album,Album_type,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Title,Channel,Views,Likes,Comments,Licensed,official_video,Stream
881,Usher,https://open.spotify.com/artist/23zg3TcAtWQy7J6upgbUnj,OMG (feat. will.i.am),Raymond v Raymond (Expanded Edition),album,spotify:track:1bM50INir8voAkVoKuvEUI,0.781,0.745,4.0,-5.81,0.0332,0.198,1.14e-05,0.36,0.326,129.998,269493.0,https://www.youtube.com/watch?v=1RnPB76mjxI,Usher - OMG ft. will.i.am,UsherVEVO,204056472.0,1021363.0,49455.0,True,True,271547095.0
882,Usher,https://open.spotify.com/artist/23zg3TcAtWQy7J6upgbUnj,Love in This Club (feat. Young Jeezy),Here I Stand,album,spotify:track:5j0McHPthKpOXRr3fBq8M0,0.573,0.712,0.0,-5.976,0.0732,0.0572,0.0,0.167,0.346,140.012,259720.0,https://www.youtube.com/watch?v=cB5e0zHRzHc,Usher - Love in This Club (Official Music Video) ft. Young Jeezy,UsherVEVO,220352721.0,798143.0,25149.0,True,True,187484145.0
883,Usher,https://open.spotify.com/artist/23zg3TcAtWQy7J6upgbUnj,U Remind Me,8701,album,spotify:track:2QsZVnbWVSjKMXK6K3uRBL,0.657,0.629,6.0,-4.938,0.0782,0.194,0.0,0.254,0.726,93.985,266893.0,https://www.youtube.com/watch?v=Bxau9B3jOHM,Usher - U Remind Me (Official Music Video),UsherVEVO,80115577.0,386560.0,10703.0,True,True,293449959.0
884,Usher,https://open.spotify.com/artist/23zg3TcAtWQy7J6upgbUnj,U Got It Bad,8701,album,spotify:track:7J41dYQolQJEtj3UmKLu5r,0.816,0.5,1.0,-4.551,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,247840.0,https://www.youtube.com/watch?v=o3IWTfcks4k,Usher - U Got It Bad (Official Video),UsherVEVO,275004902.0,1201965.0,30536.0,True,True,225292543.0
885,Usher,https://open.spotify.com/artist/23zg3TcAtWQy7J6upgbUnj,Burn,Confessions (Expanded Edition),album,spotify:track:7z3N2W7Xz1t2G2sAO8wFVH,0.796,0.477,1.0,-7.161,0.108,0.314,0.0,0.12,0.685,119.928,231933.0,https://www.youtube.com/watch?v=t5XNWFw5HVw,Usher - Burn (Official Music Video),UsherVEVO,297639332.0,1081624.0,32928.0,True,True,166588725.0
886,Usher,https://open.spotify.com/artist/23zg3TcAtWQy7J6upgbUnj,Come Thru (with Usher),Over It,album,spotify:track:3TTMUI5dFcbeNSDTTDY9M8,0.679,0.728,5.0,-3.092,0.154,0.159,0.0,0.107,0.46,152.001,181013.0,https://www.youtube.com/watch?v=BOaJloEPUCg,Summer Walker - Come Thru (with Usher) [Official Music Video],Summer Walker,14700542.0,264129.0,8034.0,False,True,198594496.0
887,Usher,https://open.spotify.com/artist/23zg3TcAtWQy7J6upgbUnj,Confessions Part II,Confessions (Expanded Edition),album,spotify:track:7wBThXx7BGZHJJ3aN3OPvv,0.845,0.467,1.0,-7.674,0.138,0.0586,0.0,0.0694,0.702,138.007,211200.0,https://www.youtube.com/watch?v=5Sy19X0xxrM,"Usher - Confessions, Pt. II",UsherVEVO,195851527.0,747581.0,21238.0,True,True,163923731.0
888,Vicente Fernández,https://open.spotify.com/artist/4PPoI9LuYeFX8V674Z1R6l,Un Millón de Primaveras,Vicente Fernandez Para Siempre,album,spotify:track:6j5LtifAnuTjTYvml61yFZ,0.73,0.341,3.0,-8.521,0.0578,0.654,0.000181,0.0926,0.822,100.558,173080.0,https://www.youtube.com/watch?v=M3CbRJ6jgQc,Vicente Fernández - Un Millon De Primaveras,vicentefernandezVEVO,70096890.0,584611.0,8046.0,True,True,150251570.0
889,Vicente Fernández,https://open.spotify.com/artist/4PPoI9LuYeFX8V674Z1R6l,Acá Entre Nos,Que De Raro Tiene,album,spotify:track:2FDFz5TuYlpP180AUicAcl,0.41,0.334,0.0,-6.662,0.0621,0.529,0.0,0.137,0.47,86.086,195373.0,https://www.youtube.com/watch?v=_9-oddWM_9k,Vicente Fernández - Acá Entre Nos (En Vivo),vicentefernandezVEVO,94189126.0,270486.0,7087.0,True,True,122063663.0
890,Vicente Fernández,https://open.spotify.com/artist/4PPoI9LuYeFX8V674Z1R6l,Estos Celos,Vicente Fernandez Para Siempre,album,spotify:track:6u6kH7V7Tx5xDJtF82vVw0,0.746,0.324,4.0,-8.064,0.045,0.692,0.00782,0.139,0.385,104.976,190227.0,https://www.youtube.com/watch?v=x07SLQtlypo,Vicente Fernández - Estos Celos,vicentefernandezVEVO,69645837.0,228318.0,5850.0,True,True,99998569.0
891,Vicente Fernández,https://open.spotify.com/artist/4PPoI9LuYeFX8V674Z1R6l,Mujeres Divinas,El Cuatrero,album,spotify:track:2PxGGRmj5yunYdNF2Ud2vm,0.607,0.296,5.0,-9.541,0.0601,0.565,9.17e-05,0.324,0.577,71.136,189720.0,https://www.youtube.com/watch?v=xa2GLqL12Zk,Vicente Fernández - Mujeres Divinas (En Vivo),vicentefernandezVEVO,91405199.0,240964.0,4157.0,True,True,144442434.0
892,Vicente Fernández,https://open.spotify.com/artist/4PPoI9LuYeFX8V674Z1R6l,Hermoso Cariño,Vicente Fernández,album,spotify:track:6UN6W5tj0qrMYV8N9MQMJC,0.342,0.425,0.0,-5.589,0.0289,0.612,4.93e-06,0.243,0.409,154.202,156867.0,https://www.youtube.com/watch?v=oq70h9XBj_0,Vicente Fernández - Hermoso Cariño (En Vivo),vicentefernandezVEVO,121626588.0,346188.0,6325.0,True,True,120854021.0
893,Vicente Fernández,https://open.spotify.com/artist/4PPoI9LuYeFX8V674Z1R6l,La Diferencia,Es La Diferencia,album,spotify:track:6wwMqdntt3An3mmVSb613i,0.409,0.277,0.0,-10.276,0.0421,0.63,0.0,0.173,0.534,80.062,170107.0,https://www.youtube.com/watch?v=pIlo3v6C6xo,LA DIFERENCIA  VICENTE FERNANDEZ VIDEO ORIGINAL HD,URIEL MAHECHA,353283.0,1496.0,54.0,False,False,96720839.0
894,Vicente Fernández,https://open.spotify.com/artist/4PPoI9LuYeFX8V674Z1R6l,"Volver, Volver",Arriba Huentitan,album,spotify:track:4Fvnz1ZJ86IdqDAepWYPAh,0.355,0.351,9.0,-9.513,0.0455,0.39,0.00257,0.394,0.471,164.933,179397.0,https://www.youtube.com/watch?v=ugNQ5uIN09Q,Vicente Fernández - Volver Volver,vicentefernandez®,146183529.0,331279.0,10142.0,False,False,98378211.0
895,Vicente Fernández,https://open.spotify.com/artist/4PPoI9LuYeFX8V674Z1R6l,Qué de Raro Tiene,Que De Raro Tiene,album,spotify:track:3gA2qpAbnuKLQV8Q9ZtIcf,0.6,0.356,4.0,-7.725,0.0586,0.426,0.0,0.379,0.542,67.164,202093.0,https://www.youtube.com/watch?v=9xbGUd6H4WA,Que De Raro Tiene Oficial   Vicente Fernández,Germán Ospina,2572387.0,14467.0,222.0,False,False,73322000.0
896,Vicente Fernández,https://open.spotify.com/artist/4PPoI9LuYeFX8V674Z1R6l,No Me Sé Rajar,De Que Manera Te Olvido,album,spotify:track:7AwZAlZqOgYbmg9KoHFFi8,0.808,0.539,9.0,-5.686,0.0457,0.214,0.000104,0.0869,0.896,117.643,144973.0,https://www.youtube.com/watch?v=LIaQ7cWKOVw,Vicente Fernández - No Me Sé Rajar (En Vivo [Un Azteca en el Azteca]),vicentefernandezVEVO,14245327.0,34922.0,793.0,True,True,27222519.0
897,Vicente Fernández,https://open.spotify.com/artist/4PPoI9LuYeFX8V674Z1R6l,De Qué Manera Te Olvido,De Que Manera Te Olvido,album,spotify:track:0mLSnzvqwlq9hhrgJucGJs,0.496,0.451,9.0,-5.563,0.0278,0.82,0.000119,0.0597,0.455,100.296,171640.0,https://www.youtube.com/watch?v=uJYH1rMb988,Vicente Fernández - De Que Manera Te Olvido 1980,jaleons2007,3838898.0,18150.0,477.0,False,False,46521750.0
898,Alejandro Fernández,https://open.spotify.com/artist/6sq1yF0OZEWA4xoXVKW1L9,Me Dediqué a Perderte,A Corazón Abierto,album,spotify:track:4NUt1fcnO9aQAELBgXq3Kr,0.642,0.442,8.0,-9.115,0.074,0.491,1.58e-06,0.102,0.465,148.01,231773.0,https://www.youtube.com/watch?v=05dcxPp62BQ,Alejandro Fernández - Me Dedique A Perderte (Video Oficial),AFernandezVEVO,459879507.0,1139522.0,25291.0,True,True,456626889.0
899,Alejandro Fernández,https://open.spotify.com/artist/6sq1yF0OZEWA4xoXVKW1L9,Inexperto En Olvidarte,Inexperto En Olvidarte,single,spotify:track:1WvNTYRxyodbQ4NPmO9jKZ,0.549,0.548,10.0,-5.698,0.0321,0.233,0.0,0.0789,0.714,81.622,185213.0,https://www.youtube.com/watch?v=xv10AbmoZsU,Alejandro Fernández - Inexperto En Olvidarte (Official Video),AFernandezVEVO,3551746.0,40756.0,1295.0,True,True,8003078.0
900,Alejandro Fernández,https://open.spotify.com/artist/6sq1yF0OZEWA4xoXVKW1L9,El Ultimo Adiós - Varios Artistas Version,El Ultimo Adiós,single,spotify:track:0tzixmHNQfE6S6SirSToxW,0.276,0.572,1.0,-7.818,0.0377,0.641,0.0,0.2,0.285,77.986,237467.0,https://www.youtube.com/watch?v=zxG1Yj1Si58,Varios Artistas Latinos - EL Ultimo Adios,Catheleya R,764831.0,5730.0,472.0,False,False,169769959.0
901,Alejandro Fernández,https://open.spotify.com/artist/6sq1yF0OZEWA4xoXVKW1L9,Sé Que Te Duele,Rompiendo Fronteras,album,spotify:track:1OJkKHmXsZVKtWlECdpDAe,0.692,0.855,9.0,-4.77,0.0725,0.24,0.0,0.0967,0.777,94.984,228147.0,https://www.youtube.com/watch?v=4d_UM_2UORo,Alejandro Fernández - Sé Que Te Duele ft. Morat (Video Oficial),AFernandezVEVO,204885566.0,627478.0,9186.0,True,True,283126164.0
902,Alejandro Fernández,https://open.spotify.com/artist/6sq1yF0OZEWA4xoXVKW1L9,Me Hace Tanto Bien,Dos Mundos - Evolución,album,spotify:track:2mDLrugtj3r6XpH3SdlLGB,0.549,0.764,1.0,-5.881,0.0427,0.528,0.0,0.0782,0.573,157.502,188893.0,https://www.youtube.com/watch?v=6r8mlDvfyZI,Alejandro Fernández - Me Hace Tanto Bien (Video Oficial),AFernandezVEVO,89474838.0,198028.0,3891.0,True,True,187498268.0
903,Alejandro Fernández,https://open.spotify.com/artist/6sq1yF0OZEWA4xoXVKW1L9,Mariposa Traicionera,Mariposa Traicionera,single,spotify:track:5YPyuMfaK6GjdFfRaryJak,0.622,0.647,4.0,-6.913,0.0352,0.524,4.82e-05,0.0872,0.815,206.037,243307.0,https://www.youtube.com/watch?v=FT8HG4EOn9o,Maná & Alejandro Fernández - Mariposa Traicionera (Video Oficial),OficialMana,43753387.0,221624.0,4115.0,True,True,48090397.0
904,Alejandro Fernández,https://open.spotify.com/artist/6sq1yF0OZEWA4xoXVKW1L9,Hoy Tengo Ganas De Ti,Confidencias,album,spotify:track:0qO4GfXADY9QfgcgtrasT9,0.406,0.459,3.0,-6.373,0.0392,0.328,0.0,0.0717,0.245,123.54,291107.0,https://www.youtube.com/watch?v=Z81hsLIY1sQ,Alejandro Fernández - Hoy Tengo Ganas De Ti ft. Christina Aguilera (Video Oficial),AFernandezVEVO,558111792.0,1782474.0,48986.0,True,True,119979627.0
905,Alejandro Fernández,https://open.spotify.com/artist/6sq1yF0OZEWA4xoXVKW1L9,Canta Corazón,A Corazón Abierto,album,spotify:track:3npbtkmTdUlRxGFxViDD0K,0.724,0.715,10.0,-7.738,0.0504,0.425,0.0,0.0746,0.832,104.06,254600.0,,,,,,,,,125372275.0
906,Alejandro Fernández,https://open.spotify.com/artist/6sq1yF0OZEWA4xoXVKW1L9,Caballero,Hecho En México,album,spotify:track:6jrK6Y8d9tvjAjurI4W99u,0.571,0.418,11.0,-6.89,0.0303,0.109,0.0,0.0705,0.518,100.738,229053.0,https://www.youtube.com/watch?v=HchFhmF2734,Alejandro Fernández - Caballero (Video Oficial),AFernandezVEVO,115255907.0,410778.0,11398.0,True,True,156464615.0
907,Alejandro Fernández,https://open.spotify.com/artist/6sq1yF0OZEWA4xoXVKW1L9,Como Quien Pierde una Estrella,Que Seas Muy Feliz,album,spotify:track:4tfawx7oL39IUS0GyOlmcP,0.439,0.35,10.0,-11.088,0.0302,0.642,6.4e-05,0.115,0.568,163.113,213733.0,https://www.youtube.com/watch?v=MXlwuZ_nEk0,Alejandro Fernández - Como Quien Pierde Una Estrella (Video Oficial),AFernandezVEVO,111327439.0,400716.0,7918.0,True,True,114029986.0
908,T-Pain,https://open.spotify.com/artist/3aQeKQSyrW4qWr35idm0cy,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),Epiphany (Expanded Edition),album,spotify:track:1tkMs9wDPknQ3ZHcKDw1ES,0.693,0.549,1.0,-8.141,0.119,0.0109,0.0,0.0677,0.605,80.028,227960.0,https://www.youtube.com/watch?v=dBrRBZy8OTs,T-Pain - Buy U A Drank (Shawty Snappin') (Official HD Video) ft. Yung Joc,TPainVEVO,242720850.0,1371714.0,33213.0,True,True,513981867.0
909,T-Pain,https://open.spotify.com/artist/3aQeKQSyrW4qWr35idm0cy,Bartender (feat. Akon),Epiphany (Expanded Edition),album,spotify:track:1RGIjMFMgJxkZHMDXVYzOJ,0.832,0.391,8.0,-8.504,0.0628,0.0564,0.0,0.224,0.436,104.961,238800.0,https://www.youtube.com/watch?v=Lt2wjJlP2N4,T-Pain - Bartender (Official HD Video) ft. Akon,TPainVEVO,296995717.0,1261580.0,27519.0,True,True,272215576.0
910,T-Pain,https://open.spotify.com/artist/3aQeKQSyrW4qWr35idm0cy,I'm Sprung,Rappa Ternt Sanga (Expanded Edition),album,spotify:track:0DLOyyQvwPTSDKuhpzMMwA,0.728,0.327,0.0,-11.596,0.0999,0.0948,0.0,0.103,0.195,100.0,231040.0,https://www.youtube.com/watch?v=rxRvDpF2FDA,T-Pain - I'm Sprung (Official HD Video),TPainVEVO,114366282.0,620650.0,15512.0,True,True,146039516.0
911,T-Pain,https://open.spotify.com/artist/3aQeKQSyrW4qWr35idm0cy,Up Down (Do This All Day) (feat. B.o.B),Happy Hour: The Greatest Hits,compilation,spotify:track:6lbhWl34Il0WXm5pX1fM9E,0.778,0.498,5.0,-6.846,0.0562,0.256,0.0,0.295,0.464,96.995,231093.0,https://www.youtube.com/watch?v=45Q4Zk3CN8k,T-Pain - Up Down (Do This All Day) (Explicit) ft. B.o.B,TPainVEVO,130052999.0,885466.0,18426.0,True,True,208141960.0
912,T-Pain,https://open.spotify.com/artist/3aQeKQSyrW4qWr35idm0cy,I'm N Luv (Wit a Stripper) (feat. Mike Jones),Rappa Ternt Sanga (Expanded Edition),album,spotify:track:2QurCbkPO14pjrikPNja0h,0.739,0.368,8.0,-10.233,0.0845,0.00542,0.0,0.171,0.467,144.992,239413.0,https://www.youtube.com/watch?v=QjgZZGo881E,I'm N Luv (Wit A Stripper) featuring Mike Jones (Official HD Video),TPainVEVO,40899054.0,305429.0,5766.0,True,True,149689840.0
913,T-Pain,https://open.spotify.com/artist/3aQeKQSyrW4qWr35idm0cy,Best Love Song,Revolver (Expanded Edition),album,spotify:track:4CHLYbx8NB1LUn5WqT0SzV,0.622,0.711,7.0,-6.618,0.0542,0.0457,0.0,0.174,0.679,79.932,195987.0,https://www.youtube.com/watch?v=_wmD3M-BfVo,T-Pain - Best Love Song ft. Chris Brown,TPainVEVO,53292924.0,321781.0,23084.0,True,True,135396308.0
914,T-Pain,https://open.spotify.com/artist/3aQeKQSyrW4qWr35idm0cy,Jerry Sprunger (with T-Pain),Chixtape 5,album,spotify:track:6JsHgIkMYHcbNtKfsal2Mg,0.76,0.746,0.0,-5.331,0.227,0.137,0.0,0.0905,0.449,100.011,233546.0,https://www.youtube.com/watch?v=D9Q3ojqDsRg,Tory Lanez and T-Pain - Jerry Sprunger (Official Music Video) (Co-Directed & Edited by Tory Lanez),Tory Lanez,60219446.0,545826.0,13595.0,False,True,132840820.0
915,T-Pain,https://open.spotify.com/artist/3aQeKQSyrW4qWr35idm0cy,Turn All the Lights On (feat. Ne-Yo),Revolver (Expanded Edition),album,spotify:track:7448rwdrtddS5irSvOgPA6,0.699,0.805,6.0,-3.05,0.0595,0.0383,0.0,0.502,0.722,127.009,216440.0,https://www.youtube.com/watch?v=iil7NdI2Q9c,T-Pain - Turn All the Lights On (Audio) ft. Ne-Yo,TPainVEVO,25468817.0,195252.0,5809.0,True,True,97978985.0
916,T-Pain,https://open.spotify.com/artist/3aQeKQSyrW4qWr35idm0cy,Booty Wurk (One Cheek At a Time) (feat. Joey Galaxy),Happy Hour: The Greatest Hits,compilation,spotify:track:6QgkOxBXqVRjZ1JcIDbDYY,0.786,0.689,1.0,-6.113,0.315,0.00931,1.14e-06,0.214,0.874,157.936,235307.0,https://www.youtube.com/watch?v=L-VnjtQhKc0,T-Pain - Booty Wurk (One Cheek At a Time) ft. Joey Galaxy,TPainVEVO,89601251.0,538106.0,11957.0,True,True,116828489.0
917,T-Pain,https://open.spotify.com/artist/3aQeKQSyrW4qWr35idm0cy,I Like Dat,I Like Dat,single,spotify:track:7KrlNS2VqiNNJ82RMQdxBn,0.565,0.491,1.0,-6.902,0.221,0.0049,0.0,0.137,0.337,175.694,242085.0,https://www.youtube.com/watch?v=UJtjoQ5TcVI,T-Pain & Kehlani - I Like Dat (Official Video),T Pain,49567550.0,490508.0,10384.0,False,False,54502697.0
918,Johann Sebastian Bach,https://open.spotify.com/artist/5aIqB5nVVvmFsvSdExz408,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",Bach: Unaccompanied Cello Suites (Remastered),album,spotify:track:61dYvvfIRtIDFuqZypPAta,0.257,0.109,7.0,-21.356,0.0597,0.9,0.867,0.0762,0.307,75.02,151480.0,https://www.youtube.com/watch?v=1prweT95Mo0,"Yo-Yo Ma - Bach: Cello Suite No. 1 in G Major, Prélude (Official Video)",YoYoMaVEVO,14668617.0,252043.0,6073.0,True,True,227984734.0
919,Johann Sebastian Bach,https://open.spotify.com/artist/5aIqB5nVVvmFsvSdExz408,"Suite No. 3 in D Major, BWV 1068: II. Air",Born in the 1600s: Bach,compilation,spotify:track:0DqFXzLtKkj9JO421NJpl1,0.0769,0.0846,2.0,-25.997,0.045,0.922,0.929,0.113,0.0586,176.329,363253.0,https://www.youtube.com/watch?v=pzlw6fUux4o,"Air on the G String (Suite No. 3, BWV 1068) J. S. Bach, original instruments",Voices of Music,5768625.0,57436.0,2175.0,True,True,37292776.0
920,Johann Sebastian Bach,https://open.spotify.com/artist/5aIqB5nVVvmFsvSdExz408,"Goldberg Variations, BWV 988: Aria","Bach: The Goldberg Variations, BWV 988 (1981 Gould Remaster)",album,spotify:track:5bu9A6uphPWg39RC3ZKeku,0.454,0.0139,4.0,-29.966,0.0514,0.995,0.943,0.0736,0.244,130.253,184853.0,https://www.youtube.com/watch?v=55hk75OgWDg,"Lang Lang - Bach: Goldberg Variations, BWV 988: Aria",LangLangVEVO,1179474.0,15259.0,1129.0,True,True,65820767.0
921,Johann Sebastian Bach,https://open.spotify.com/artist/5aIqB5nVVvmFsvSdExz408,"The Well-Tempered Clavier, Book 1, BWV 846-869 / Prelude & Fugue in C Major, BWV 846: I. Prelude","J.S. Bach: The Well-Tempered Clavier, Book 1, BWV 846-869 / Prelude & Fugue in C Major, BWV 846: I. Prelude",single,spotify:track:4i8ly7ffzWu8nfKLI8SZFj,0.221,0.126,0.0,-25.367,0.0447,0.989,0.897,0.0769,0.216,133.564,139307.0,https://www.youtube.com/watch?v=gVah1cr3pU0,"Lang Lang – Bach: The Well-Tempered Clavier: Book 1, 1.Prelude C Major, BWV 846",Deutsche Grammophon - DG,1077871.0,14207.0,443.0,False,False,65735816.0
922,Johann Sebastian Bach,https://open.spotify.com/artist/5aIqB5nVVvmFsvSdExz408,"Montero: Adagio (After Bach's Violin Concerto No. 2, BWV 1042)",Bach and Beyond,album,spotify:track:1v3gGmcneK1QzYyBFiBXG0,0.36,0.00301,6.0,-35.441,0.0444,0.994,0.897,0.0557,0.18,72.892,301400.0,https://www.youtube.com/watch?v=7ObkAAcmUoo,"Adagio (After Bach's Violin Concerto No. 2, BWV 1042)",Gabriela Montero - Topic,5670.0,83.0,1.0,True,True,9099661.0
923,Johann Sebastian Bach,https://open.spotify.com/artist/5aIqB5nVVvmFsvSdExz408,"Unaccompanied Cello Suite No. 1 in G major, BWV 1007: I. Prélude",Six Evolutions - Bach: Cello Suites,album,spotify:track:5mRrklQD0rvuN6sV10HfPn,0.326,0.0993,7.0,-22.496,0.072,0.988,0.916,0.108,0.417,137.274,150973.0,https://www.youtube.com/watch?v=1prweT95Mo0,"Yo-Yo Ma - Bach: Cello Suite No. 1 in G Major, Prélude (Official Video)",YoYoMaVEVO,14668617.0,252043.0,6073.0,True,True,36303881.0
924,Johann Sebastian Bach,https://open.spotify.com/artist/5aIqB5nVVvmFsvSdExz408,"Flute Sonata in E-Flat Major, BWV 1031: II. Siciliano (arr. I. Friedman for piano)",Friedman: Piano Transcriptions,album,spotify:track:6snA8ljjHLaFZWZy3EfgNM,0.359,0.0299,7.0,-30.533,0.043,0.995,0.934,0.0828,0.159,73.144,132760.0,https://www.youtube.com/watch?v=FHqytGT0lqo,"Lang Lang - Bach: Flute Sonata in E Flat Major, BWV 1031: II. Siciliano (Transc. Kempff)",LangLangVEVO,483767.0,7047.0,286.0,True,True,6521841.0
925,Johann Sebastian Bach,https://open.spotify.com/artist/5aIqB5nVVvmFsvSdExz408,"Overture (Suite) No. 2 in B Minor, BWV 1067: VII. Badinerie",Bach: Overtures (Suites) Nos. 1-4,album,spotify:track:3kvBEbswxMAx6QKc10SCon,0.515,0.269,11.0,-21.859,0.037,0.847,0.0897,0.0757,0.964,130.998,90107.0,,,,,,,,,8885938.0
926,Johann Sebastian Bach,https://open.spotify.com/artist/5aIqB5nVVvmFsvSdExz408,"Violin Concerto No. 1 in A minor, BWV 1041: I. (Allegro moderato)",J.S. Bach: Violin Concertos Nos. 1 & 2; Partita No. 2,album,spotify:track:28XMNc5If5BmJWYDU42gkw,0.499,0.351,9.0,-11.509,0.0448,0.951,9.94e-05,0.118,0.616,90.664,235947.0,https://www.youtube.com/watch?v=J7TFSsqnpHY,"Daniel Lozakovich – Bach: Violin Concerto No.1 In A Minor, BWV 1041: I. Allegro moderato",Deutsche Grammophon - DG,704861.0,11063.0,499.0,False,False,13955194.0
927,Johann Sebastian Bach,https://open.spotify.com/artist/5aIqB5nVVvmFsvSdExz408,Sheep May Safely Graze,Two Hands,album,spotify:track:7wEql4SrP9nL5U4zxmcrVM,0.494,0.016,10.0,-32.307,0.0426,0.995,0.922,0.136,0.118,98.224,295840.0,https://www.youtube.com/watch?v=ZIUCRXMM4pE,"J. S. Bach: Cantata Nº 208, 'Sheep May Safely Graze', BWV 208",The72NamesOfGOD,981019.0,5363.0,4.0,False,False,26244119.0
928,Jhené Aiko,https://open.spotify.com/artist/5ZS223C6JyBfXasXxrRqOk,Sativa,Trip,album,spotify:track:2pg2TiYo9Rb8KeB5JjP7jS,0.741,0.61,6.0,-7.34,0.0511,0.316,0.0,0.534,0.72,125.99,276960.0,https://www.youtube.com/watch?v=5x-d3pabd5o,Jhené Aiko - Sativa ft. Rae Sremmurd,JheneAikoVEVO,300355444.0,1413058.0,25918.0,True,True,310187797.0
929,Jhené Aiko,https://open.spotify.com/artist/5ZS223C6JyBfXasXxrRqOk,Sunshine,Sunshine,single,spotify:track:54NBD72JXFXzrodbQBSzWh,0.746,0.647,7.0,-6.673,0.106,0.0267,0.0,0.052,0.393,97.989,188964.0,https://www.youtube.com/watch?v=FTpohtXaJcM,"Tyga, Jhené Aiko, Pop Smoke - Sunshine (Official Video)",TygaVEVO,22265436.0,481668.0,11434.0,True,True,33689823.0
930,Jhené Aiko,https://open.spotify.com/artist/5ZS223C6JyBfXasXxrRqOk,Stay Ready (What A Life),Sail Out,album,spotify:track:5nkUIVKqOqdpB6ApKgEMkv,0.347,0.493,8.0,-11.548,0.29,0.455,0.00366,0.127,0.308,82.887,382760.0,https://www.youtube.com/watch?v=l6zyxURZkqo,Stay Ready (What A Life),Jhené Aiko - Topic,47400897.0,299352.0,767.0,True,True,111722720.0
931,Jhené Aiko,https://open.spotify.com/artist/5ZS223C6JyBfXasXxrRqOk,While We're Young,Trip,album,spotify:track:4mL59LVbKgOpEACxraGYdr,0.649,0.791,2.0,-6.013,0.193,0.104,1.97e-06,0.108,0.811,128.023,236160.0,https://www.youtube.com/watch?v=LjvwRSKVQNs,Jhené Aiko - While We're Young (Official Video),JheneAikoVEVO,71704464.0,654079.0,15411.0,True,True,223210260.0
932,Jhené Aiko,https://open.spotify.com/artist/5ZS223C6JyBfXasXxrRqOk,The Worst,Sail Out,album,spotify:track:2wBCrtJS3E3TimRZ5MElTI,0.539,0.414,1.0,-9.156,0.0601,0.253,1.3e-06,0.143,0.123,94.895,254493.0,https://www.youtube.com/watch?v=oEm3lY3trRU,Jhené Aiko - The Worst (Official Music Video),JheneAikoVEVO,162601918.0,1086470.0,25685.0,True,True,241011213.0
933,Jhené Aiko,https://open.spotify.com/artist/5ZS223C6JyBfXasXxrRqOk,B.S. (feat. H.E.R.),Chilombo,album,spotify:track:63wx9vdskaXbYxyDx4oJCZ,0.617,0.525,8.0,-10.426,0.12,0.554,1.1e-06,0.135,0.377,135.781,212867.0,https://www.youtube.com/watch?v=DsR2d6EMLdw,Jhené Aiko - B.S. (Animated Visual) ft. H.E.R.,JheneAikoVEVO,17364676.0,248255.0,4483.0,True,True,197879558.0
934,Jhené Aiko,https://open.spotify.com/artist/5ZS223C6JyBfXasXxrRqOk,P*$$Y Fairy (OTW),P*$$Y Fairy (OTW),single,spotify:track:48KXAIruJ07kJVCWOGohMV,0.572,0.519,2.0,-7.092,0.212,0.536,0.0,0.102,0.35,128.331,181860.0,https://www.youtube.com/watch?v=wy2ujCUtCHU,Jhené Aiko - P*$$Y FAIRY (OTW),Jhené Aiko,102465566.0,824528.0,15282.0,False,True,143822689.0
935,Jhené Aiko,https://open.spotify.com/artist/5ZS223C6JyBfXasXxrRqOk,Blue Dream,Souled Out (Deluxe),album,spotify:track:4Y8MG7qcAMk7JB7Eebpcvu,0.586,0.404,9.0,-11.94,0.0494,0.506,0.165,0.0821,0.369,133.901,217027.0,https://www.youtube.com/watch?v=es3Fm7dLm2o,Jhene Aiko- Blue Dream (Souled Out),PoeticSlum,7998774.0,53340.0,913.0,False,False,59039707.0
936,Jhené Aiko,https://open.spotify.com/artist/5ZS223C6JyBfXasXxrRqOk,Never Call Me,Trip,album,spotify:track:0WXct4PcELq8Jh1R4Yhw4W,0.48,0.309,2.0,-10.238,0.225,0.874,1.28e-06,0.101,0.131,99.136,270547.0,https://www.youtube.com/watch?v=jnQ4V-wajLY,Jhené Aiko feat. Kurupt -Never Call Me (Slauson Hills Edition),Jhené Aiko,67387515.0,445923.0,9915.0,False,True,81585162.0
937,Jhené Aiko,https://open.spotify.com/artist/5ZS223C6JyBfXasXxrRqOk,On The Way (feat. Mila J),Chilombo (Deluxe),album,spotify:track:423NhOTzoqgeaIJbrUzSoo,0.575,0.443,7.0,-11.626,0.28,0.756,0.0,0.109,0.658,113.862,222600.0,https://www.youtube.com/watch?v=FhNUzYHyzJM,Jhené Aiko - OTW (Audio) ft. Mila J,JheneAikoVEVO,26606392.0,188421.0,3774.0,True,True,47089853.0
