Track_ID,Artist_Name,Url_spotify,Track,Album,Album_type,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Title,Channel,Views,Likes,Comments,Licensed,official_video,Stream
429,Chris Brown,https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z,Under The Influence,Indigo (Extended),album,spotify:track:5IgjP7X4th6nMNDh4akUHb,0.733,0.69,9.0,-5.529,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,184613.0,https://www.youtube.com/watch?v=pfxyk1glEq4,Chris Brown - Under The Influence (Official Video),ChrisBrownVEVO,83793080.0,1357047.0,42849.0,True,True,646937556.0
430,Chris Brown,https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z,Superhero (Heroes & Villains) [with Future & Chris Brown],HEROES & VILLAINS,album,spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j,0.526,0.606,5.0,-5.3,0.259,0.152,2.36e-06,0.194,0.492,116.622,182667.0,https://www.youtube.com/watch?v=QkaWdvv-jKg,"Metro Boomin, Future, Chris Brown - Superhero (Heroes & Villains) (Visualizer)",MetroBoominVEVO,2242438.0,55241.0,1505.0,True,True,139674263.0
431,Chris Brown,https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z,No Guidance (feat. Drake),Indigo,album,spotify:track:6XHVuErjQ4XNm6nDPVCxVX,0.696,0.454,1.0,-6.756,0.153,0.123,0.0,0.155,0.136,92.928,260640.0,https://www.youtube.com/watch?v=6L_k74BOLag,Chris Brown - No Guidance (Official Video) ft. Drake,ChrisBrownVEVO,445294846.0,3501617.0,121415.0,True,True,866702211.0
432,Chris Brown,https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z,Nostálgico,Nostálgico,single,spotify:track:2BEcap3xJtmiPaHKyfQi4e,0.734,0.846,9.0,-3.425,0.0489,0.166,1.74e-06,0.235,0.604,98.026,209884.0,https://www.youtube.com/watch?v=XYyU8Y_o9v4,"Rvssian, Rauw Alejandro & Chris Brown — Nostálgico (Official Video)",Rvssian,89848525.0,873194.0,15899.0,False,True,381634599.0
433,Chris Brown,https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z,Go Crazy,Slime & B,album,spotify:track:1IIKrJVP1C9N7iPtG6eOsK,0.755,0.578,0.0,-8.932,0.145,0.316,0.0,0.25,0.581,94.148,176960.0,https://www.youtube.com/watch?v=dPhwbZBvW2o,"Chris Brown, Young Thug - Go Crazy (Official Video)",ChrisBrownVEVO,161055631.0,1813108.0,56309.0,True,True,581510489.0
434,Chris Brown,https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z,Forever,Forever,single,spotify:track:3NZJlJemX3mzjf56MqC5ML,0.672,0.82,11.0,-4.456,0.0459,0.0368,0.000188,0.184,0.438,120.005,278573.0,https://www.youtube.com/watch?v=5sMKX22BHeE,Chris Brown - Forever (Official HD Video),ChrisBrownVEVO,310110524.0,1069833.0,54530.0,True,True,349456576.0
435,Chris Brown,https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z,Wet The Bed (feat. Ludacris),F.A.M.E. (Expanded Edition),album,spotify:track:2xRGPubKBTHX6iyrpQvtCy,0.58,0.66,6.0,-7.405,0.0429,0.0166,0.0,0.174,0.411,123.801,266307.0,https://www.youtube.com/watch?v=Q_ljNRC8qqM,Chris Brown - Wet the Bed (Official Audio) ft. Ludacris,ChrisBrownVEVO,62379960.0,432601.0,10064.0,True,True,92083585.0
436,Chris Brown,https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z,Under The Influence (Body Language),Under The Influence,single,spotify:track:71mHO4fFmS2Xu5XxZbcRND,0.62,0.62,1.0,-6.322,0.0375,0.0388,0.000213,0.129,0.459,144.835,148751.0,https://www.youtube.com/watch?v=pfxyk1glEq4,Chris Brown - Under The Influence (Official Video),ChrisBrownVEVO,83793080.0,1357047.0,42849.0,True,True,36852704.0
437,Chris Brown,https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z,Monalisa,Monalisa,single,spotify:track:3baPniPXS0iEII8rDUJdYP,0.828,0.726,10.0,-6.389,0.0419,0.106,0.00101,0.103,0.67,113.017,212976.0,https://www.youtube.com/watch?v=PhXu2kq7j-E,Monalisa (Remix)- Lojay ft Sarz & Chris Brown,O'niel Visuals,7338751.0,63534.0,1202.0,False,False,44683570.0
438,Chris Brown,https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z,With You,Exclusive (Expanded Edition),album,spotify:track:5Lgcn7u07bHuqbOtXkN62u,0.662,0.693,3.0,-4.298,0.0698,0.134,0.0,0.145,0.655,86.009,252120.0,https://www.youtube.com/watch?v=nmjdaBaZe8Y,Chris Brown - With You (Official Video),ChrisBrownVEVO,595358298.0,2639677.0,96771.0,True,True,327435679.0
439,Tory Lanez,https://open.spotify.com/artist/2jku7tDXc6XoB6MO2hFuqg,The Color Violet,Alone At Prom,album,spotify:track:3azJifCSqg9fRij2yKIbWz,0.645,0.534,6.0,-10.8,0.0479,0.157,0.0,0.0863,0.463,105.02,226467.0,https://www.youtube.com/watch?v=Ip6mUD4NINI,Tory Lanez - The Color Violet [Official Music Video],Teo Productions,192177.0,2672.0,38.0,False,False,208337920.0
440,Tory Lanez,https://open.spotify.com/artist/2jku7tDXc6XoB6MO2hFuqg,Lavender Sunflower,Alone At Prom,album,spotify:track:1au2UduxcvHfa0fZS3Szci,0.607,0.735,4.0,-6.065,0.095,0.253,0.0,0.11,0.964,88.894,151967.0,https://www.youtube.com/watch?v=PKw7aanzgMc,Tory Lanez - Lavender Sunflower (Music Video),Silky Boi,13642.0,278.0,5.0,False,False,44638153.0
441,Tory Lanez,https://open.spotify.com/artist/2jku7tDXc6XoB6MO2hFuqg,Say It,I Told You,album,spotify:track:2Gyc6e2cLxA5hoX1NOvYnU,0.546,0.529,11.0,-10.511,0.0583,0.0862,6.5e-06,0.124,0.247,107.331,237787.0,https://www.youtube.com/watch?v=xUq1rZ7mmns,Tory Lanez - Say It,ToryLanezVEVO,294691541.0,2004619.0,51673.0,True,True,379059402.0
442,Tory Lanez,https://open.spotify.com/artist/2jku7tDXc6XoB6MO2hFuqg,Broke In A Minute,The New Toronto 3,album,spotify:track:4xqIYGwwZTEem9U8A42SPF,0.929,0.7,0.0,-5.595,0.0906,0.144,0.0,0.349,0.802,120.009,132024.0,https://www.youtube.com/watch?v=rTVjstuyuJU,Tory Lanez - Broke In A Minute *Directed & Edited by Tory Lanez*,Tory Lanez,30154731.0,518074.0,17267.0,False,True,273237961.0
443,Tory Lanez,https://open.spotify.com/artist/2jku7tDXc6XoB6MO2hFuqg,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]",single,spotify:track:2MbdDtCv5LUVjYy9RuGTgC,0.904,0.723,11.0,-5.224,0.26,0.0631,0.0,0.185,0.835,145.013,227478.0,https://www.youtube.com/watch?v=HIwAI05Y1fU,"Jack Harlow - WHATS POPPIN feat. Dababy, Tory Lanez, & Lil Wayne [Official Video]",Jack Harlow,256025742.0,2437220.0,70659.0,True,True,638746688.0
444,Tory Lanez,https://open.spotify.com/artist/2jku7tDXc6XoB6MO2hFuqg,Lady Of Namek,Alone At Prom,album,spotify:track:6ieWL5CLN9WdC875guWtMe,0.676,0.659,11.0,-5.123,0.0476,0.194,0.0,0.283,0.595,134.985,193994.0,https://www.youtube.com/watch?v=v4y1VXGEay4,Tory Lanez - Lady Of Namek [Official Music Video],Tory Lanez,17773546.0,170898.0,9500.0,True,True,53989958.0
445,Tory Lanez,https://open.spotify.com/artist/2jku7tDXc6XoB6MO2hFuqg,In For It,In For It,single,spotify:track:6ydWxkzjDktHsTzvWcaZ1i,0.383,0.531,5.0,-7.814,0.0741,0.0753,0.000102,0.108,0.0375,105.971,293307.0,https://www.youtube.com/watch?v=x_HEpW9v69A,Tory Lanez - Sorry 4 What ? // LV BELT (Official Video),Tory Lanez,1516174.0,29277.0,1631.0,True,True,76686049.0
446,Tory Lanez,https://open.spotify.com/artist/2jku7tDXc6XoB6MO2hFuqg,The Take (feat. Chris Brown),Chixtape 5,album,spotify:track:0Odu228D0yGcFySGuxU4rY,0.464,0.547,7.0,-8.137,0.339,0.0511,0.0,0.155,0.423,67.003,221492.0,https://www.youtube.com/watch?v=1QQTT5tktH4,Tory Lanez - The Take (Feat. Chris Brown) (Official Audio),Tory Lanez,58687130.0,705272.0,7076.0,False,True,256262137.0
447,Tory Lanez,https://open.spotify.com/artist/2jku7tDXc6XoB6MO2hFuqg,I LIKE,I LIKE,single,spotify:track:5uKHTLXNcftXtYfU7j9cQ6,0.744,0.448,4.0,-10.426,0.291,0.365,0.0,0.194,0.279,118.027,133521.0,https://www.youtube.com/watch?v=Gb-IlOT3r_Q,Tory Lanez - I LIKE [Official Music Video] FARGO FRIDAYS,Tory Lanez,1985424.0,53729.0,2503.0,True,True,17960938.0
448,Tory Lanez,https://open.spotify.com/artist/2jku7tDXc6XoB6MO2hFuqg,And This is Just The Intro,PLAYBOY,album,spotify:track:4sMmYKC0ot3GTbl2RzHw7T,0.53,0.517,5.0,-9.253,0.399,0.387,0.0,0.176,0.381,137.554,326813.0,https://www.youtube.com/watch?v=cbSMOjwoPAg,Tory Lanez - And This Is Just The Intro [Official Music Video],Tory Lanez,9379911.0,92424.0,2748.0,True,True,48972127.0
449,Mariah Carey,https://open.spotify.com/artist/4iHNK0tOyZPYnBU7nGAgpQ,All I Want for Christmas Is You,Merry Christmas,album,spotify:track:0bYg9bo50gSsH3LtXe2SQn,0.336,0.627,7.0,-7.463,0.0384,0.164,0.0,0.0708,0.35,150.273,241107.0,https://www.youtube.com/watch?v=yXQViqx6GMY,Mariah Carey - All I Want For Christmas Is You (Official Video),MariahCareyVEVO,753218999.0,3874002.0,249083.0,True,True,1437977604.0
450,Mariah Carey,https://open.spotify.com/artist/4iHNK0tOyZPYnBU7nGAgpQ,Christmas (Baby Please Come Home),Merry Christmas,album,spotify:track:3PIDciSFdrQxSQSihim3hN,0.561,0.782,3.0,-7.444,0.0317,0.022,0.0,0.109,0.704,127.148,153240.0,https://www.youtube.com/watch?v=ah-U9ECRZog,Mariah Carey - Christmas (Baby Please Come Home) (Official Audio),MariahCareyVEVO,17209207.0,57286.0,1925.0,True,True,226569574.0
451,Mariah Carey,https://open.spotify.com/artist/4iHNK0tOyZPYnBU7nGAgpQ,Fantasy,Daydream,album,spotify:track:6xkryXuiZU360Lngd4sx13,0.669,0.727,7.0,-7.588,0.0353,0.139,0.0,0.123,0.807,102.322,243493.0,https://www.youtube.com/watch?v=qq09UkPRdFY,Mariah Carey - Fantasy (Official 4K Video),MariahCareyVEVO,104948400.0,697101.0,27832.0,True,True,257187137.0
452,Mariah Carey,https://open.spotify.com/artist/4iHNK0tOyZPYnBU7nGAgpQ,Always Be My Baby,Daydream,album,spotify:track:2aBxt229cbLDOvtL7Xbb9x,0.65,0.531,4.0,-8.335,0.0364,0.457,0.0,0.249,0.487,78.946,258133.0,https://www.youtube.com/watch?v=LfRNRymrv9k,Mariah Carey - Always Be My Baby (Official Music Video),MariahCareyVEVO,306941658.0,1298739.0,43433.0,True,True,301955185.0
453,Mariah Carey,https://open.spotify.com/artist/4iHNK0tOyZPYnBU7nGAgpQ,We Belong Together,The Emancipation of Mimi,album,spotify:track:3LmvfNUQtglbTrydsdIqFU,0.837,0.462,0.0,-7.89,0.0601,0.0339,0.0,0.09,0.762,139.986,201400.0,https://www.youtube.com/watch?v=0habxsuXW4g,Mariah Carey - We Belong Together (Official Music Video),MariahCareyVEVO,557340303.0,2207817.0,78714.0,True,True,431793600.0
454,Mariah Carey,https://open.spotify.com/artist/4iHNK0tOyZPYnBU7nGAgpQ,I Know What You Want (feat. Flipmode Squad),It Ain't Safe No More. . .,album,spotify:track:0YImOCkIJ2PWhCXaURCZnY,0.648,0.759,6.0,-4.315,0.306,0.0142,0.0,0.648,0.518,85.996,324307.0,https://www.youtube.com/watch?v=WDaNJW_jEBo,"Busta Rhymes, Mariah Carey - I Know What You Want (Official HD Video) ft. Flipmode Squad",BustaRhymesVEVO,295026099.0,2212835.0,32922.0,True,True,227592322.0
455,Mariah Carey,https://open.spotify.com/artist/4iHNK0tOyZPYnBU7nGAgpQ,Without You,Music Box,album,spotify:track:1kMOJBmpfWD9fir6st9uqS,0.576,0.526,6.0,-8.524,0.0325,0.323,2.01e-06,0.0548,0.147,122.06,213667.0,https://www.youtube.com/watch?v=Hat1Hc9SNwE,Mariah Carey - Without You (Live Video Version),MariahCareyVEVO,379787199.0,1814454.0,64494.0,True,True,194107435.0
456,Mariah Carey,https://open.spotify.com/artist/4iHNK0tOyZPYnBU7nGAgpQ,Obsessed,Memoirs of an imperfect Angel,album,spotify:track:3IcIIZMMS7UArJJPtEHXG8,0.742,0.468,10.0,-5.557,0.0625,0.0465,0.0,0.826,0.369,86.443,242200.0,https://www.youtube.com/watch?v=H1Yt0xJKDY8,Mariah Carey - Obsessed (Official Music Video),MariahCareyVEVO,204281507.0,1613939.0,116298.0,True,True,231493779.0
457,Mariah Carey,https://open.spotify.com/artist/4iHNK0tOyZPYnBU7nGAgpQ,Hero,Music Box,album,spotify:track:4FCb4CUbFCMNRkI6lYc1zI,0.501,0.378,4.0,-9.37,0.029,0.735,0.0,0.119,0.178,119.987,257733.0,https://www.youtube.com/watch?v=0IA3ZvCkRkQ,Mariah Carey - Hero (Official HD Video),MariahCareyVEVO,339244228.0,1304247.0,43998.0,True,True,218020440.0
458,Mariah Carey,https://open.spotify.com/artist/4iHNK0tOyZPYnBU7nGAgpQ,O Holy Night,Merry Christmas,album,spotify:track:3B7FO3kJ5kv3mX7yiaB7sT,0.368,0.505,4.0,-7.208,0.0285,0.367,6.63e-06,0.154,0.192,173.977,266933.0,https://www.youtube.com/watch?v=BEJmP8T07JU,Mariah Carey - O Holy Night (Official HD Video),MariahCareyVEVO,106246436.0,578830.0,34527.0,True,True,102088157.0
459,A.R. Rahman,https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG,Mallipoo,Vendhu Thanindhathu Kaadu (Original Motion Picture Soundtrack),single,spotify:track:3i7qScF9Oyp31O9bAutJez,0.715,0.654,2.0,-7.266,0.336,0.196,0.000117,0.0667,0.762,175.589,245366.0,https://www.youtube.com/watch?v=MrzkoLKpgLU,Mallipoo Video Song | VTK | HDR | Silambarasan TR | Gautham Vasudev Menon |   @ARRahman | Vels,Think Music India,86199720.0,851792.0,11886.0,True,True,41725242.0
460,A.R. Rahman,https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG,Enna Sona,OK Jaanu (Original Motion Picture Soundtrack),album,spotify:track:6bdpj89aYEBjhpsenXAsmO,0.717,0.416,7.0,-9.875,0.0303,0.635,1.43e-06,0.0976,0.381,100.026,213632.0,https://www.youtube.com/watch?v=mrdRHsIkK_c,@A. R. Rahman - Enna Sona Video|OK Jaanu|Arijit Singh|Shraddha Kapoor|Aditya Roy,SonyMusicIndiaVEVO,77095861.0,622085.0,12320.0,True,True,91092219.0
461,A.R. Rahman,https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG,Param Sundari,Mimi (Original Motion Picture Soundtrack),album,spotify:track:3KeMulXbLDJBQdY5PZbGEh,0.815,0.761,4.0,-7.162,0.144,0.192,0.0,0.0272,0.82,121.999,200219.0,https://www.youtube.com/watch?v=w4ClQO0FFQg,"Param Sundari -Official Video | Mimi | Kriti Sanon, Pankaj Tripathi | @ARRahman| Shreya |Amitabh",Sony Music India,435786754.0,4077182.0,159031.0,True,True,78684300.0
462,A.R. Rahman,https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG,Rait Zara Si,Atrangi Re,album,spotify:track:3gOXq3FPPesm7VLPKmef6j,0.563,0.495,2.0,-10.272,0.0362,0.781,0.0,0.0837,0.244,125.998,291462.0,https://www.youtube.com/watch?v=aOliIfyH6vI,"Atrangi Re: Rait Zara Si Full Video |@ARRahman|Akshay, Dhanush,Sara,Arijit, Shashaa | Bhushan K",T-Series,82721044.0,794372.0,11692.0,True,True,85746449.0
463,A.R. Rahman,https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG,Raanjhanaa,Raanjhanaa (Original Motion Picture Soundtrack),album,spotify:track:5OMUXgfXsSukZ0zxelpC3b,0.673,0.714,9.0,-8.042,0.039,0.111,0.0,0.0858,0.78,112.941,254653.0,https://www.youtube.com/watch?v=OsTGp5n6w5E,A.R. Rahman - Raanjhanaa Best Lyric Video|Sonam Kapoor|Dhanush|Jaswinder|Shiraz,SonyMusicIndiaVEVO,26504186.0,311358.0,3457.0,True,True,52826792.0
464,A.R. Rahman,https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG,Jashn-E-Bahaaraa,Jodhaa Akbar (Original Motion Picture Soundtrack),album,spotify:track:1O5mTSQa0sCce9ghhDqIZl,0.7,0.343,2.0,-10.474,0.0308,0.767,0.0,0.0789,0.488,137.864,315173.0,https://www.youtube.com/watch?v=4h1WFyOQv0Y,Jashn-E-Bahaaraa - Jodhaa Akbar|@A. R. Rahman|Hrithik Roshan|Aishwarya Rai|Javed A,SonyMusicIndiaVEVO,17107007.0,322723.0,3748.0,True,True,64456952.0
465,A.R. Rahman,https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG,"Ponni Nadhi (From ""Ponniyin Selvan Part -1"") - Tamil","Ponni Nadhi (From ""Ponniyin Selvan Part -1"") [Original Motion Picture Soundtrack]",single,spotify:track:1uJ2czshFLqimctgvsxfv2,0.687,0.637,10.0,-9.55,0.13,0.12,0.0,0.291,0.56,152.0,290526.0,https://www.youtube.com/watch?v=14nAMb8bYSk,Ponni Nadhi - Full Video | Ponniyin Selvan 1 | Tamil | AR Rahman | Mani Ratnam | Karthi,Tips Tamil,16992074.0,127548.0,2513.0,True,True,33410129.0
466,A.R. Rahman,https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG,Ennodu Nee Irundhaal,I (Original Motion Picture Soundtrack),album,spotify:track:7mLEUzAulFygMchoGMrP8E,0.261,0.603,0.0,-6.733,0.0367,0.558,0.0,0.184,0.207,158.125,352711.0,https://www.youtube.com/watch?v=EhhiY11Z9-U,"I - Ennodu Nee Irundhaal Video | A. R. Rahman | Vikram, Amy Jackson | Shankar",SonyMusicSouthVEVO,65094477.0,417473.0,11032.0,True,True,37409758.0
467,A.R. Rahman,https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG,Kun Faya Kun,Rockstar,album,spotify:track:7F8RNvTQlvbeBLeenycvN6,0.362,0.378,1.0,-11.008,0.0329,0.679,0.0,0.091,0.575,87.549,470500.0,https://www.youtube.com/watch?v=T94PHkuydcw,"Kun Faya Kun Full Video Song Rockstar | Ranbir Kapoor | A.R. Rahman, Javed Ali, Mohit Chauhan",T-Series,333829289.0,2718990.0,94883.0,True,True,73834235.0
468,A.R. Rahman,https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG,Tere Bina,Guru (Original Motion Picture Soundtrack),album,spotify:track:4FeczSomVWVyU4FW7xDeAI,0.744,0.7,2.0,-7.663,0.0375,0.278,0.000155,0.068,0.867,144.033,309640.0,https://www.youtube.com/watch?v=9JDSGhhiOwI,A.R. Rahman - Tere Bina Best Video| Guru|Aishwarya Rai|Abhishek Bachchan|Chinmayi,SonyMusicIndiaVEVO,94808515.0,735586.0,13863.0,True,True,47727856.0
469,Die drei ???,https://open.spotify.com/artist/3meJIgRw7YleJrmbpbJK6S,Teil 23 - Das Geheimnis der Geisterinsel,Das Geheimnis der Geisterinsel,album,spotify:track:7tb8nir1Wd25emgErIiKkt,0.518,0.93,1.0,-6.246,0.858,0.404,0.0,0.884,0.241,63.653,180008.0,https://www.youtube.com/watch?v=GlfY8m3WJOE,Die drei Fragezeichen - Das Geheimnis der Geisterinsel,Serien Schätze de,21912.0,256.0,5.0,False,False,
470,Die drei ???,https://open.spotify.com/artist/3meJIgRw7YleJrmbpbJK6S,Teil 10 - Das Geheimnis der Geisterinsel,Das Geheimnis der Geisterinsel,album,spotify:track:38DiGBjKQdeDmE7CqLo8jL,0.415,0.743,1.0,-9.428,0.836,0.181,0.0,0.339,0.376,175.024,180008.0,https://www.youtube.com/watch?v=GlfY8m3WJOE,Die drei Fragezeichen - Das Geheimnis der Geisterinsel,Serien Schätze de,21912.0,256.0,5.0,False,False,
471,Die drei ???,https://open.spotify.com/artist/3meJIgRw7YleJrmbpbJK6S,Teil 1 - Das Geheimnis der Geisterinsel,Das Geheimnis der Geisterinsel,album,spotify:track:2LYxeQ7gSg5AyqjcEt0UG9,0.509,0.744,7.0,-7.231,0.899,0.318,0.0,0.156,0.54,50.977,185263.0,https://www.youtube.com/watch?v=GlfY8m3WJOE,Die drei Fragezeichen - Das Geheimnis der Geisterinsel,Serien Schätze de,21912.0,256.0,5.0,False,False,
472,Die drei ???,https://open.spotify.com/artist/3meJIgRw7YleJrmbpbJK6S,Teil 4 - Das Geheimnis der Geisterinsel,Das Geheimnis der Geisterinsel,album,spotify:track:0DjEoVRlUV3mopYyeQnaTH,0.572,0.769,1.0,-9.557,0.761,0.269,0.0,0.609,0.453,110.304,180006.0,https://www.youtube.com/watch?v=GlfY8m3WJOE,Die drei Fragezeichen - Das Geheimnis der Geisterinsel,Serien Schätze de,21912.0,256.0,5.0,False,False,
473,Die drei ???,https://open.spotify.com/artist/3meJIgRw7YleJrmbpbJK6S,Teil 2 - Das Geheimnis der Geisterinsel,Das Geheimnis der Geisterinsel,album,spotify:track:29y51auVbI2hhmsq3adsht,0.54,0.62,4.0,-7.805,0.482,0.292,0.0,0.558,0.62,114.792,180010.0,https://www.youtube.com/watch?v=GlfY8m3WJOE,Die drei Fragezeichen - Das Geheimnis der Geisterinsel,Serien Schätze de,21912.0,256.0,5.0,False,False,
474,Die drei ???,https://open.spotify.com/artist/3meJIgRw7YleJrmbpbJK6S,Teil 3 - Das Geheimnis der Geisterinsel,Das Geheimnis der Geisterinsel,album,spotify:track:40QP3t1yIGmzgijNoAVRui,0.584,0.482,1.0,-10.423,0.865,0.563,0.0,0.664,0.638,103.357,180006.0,https://www.youtube.com/watch?v=GlfY8m3WJOE,Die drei Fragezeichen - Das Geheimnis der Geisterinsel,Serien Schätze de,21912.0,256.0,5.0,False,False,
475,Die drei ???,https://open.spotify.com/artist/3meJIgRw7YleJrmbpbJK6S,Teil 8 - Das Geheimnis der Geisterinsel,Das Geheimnis der Geisterinsel,album,spotify:track:3dcmXGYB73WOSanK4B0V2c,0.58,0.481,1.0,-11.331,0.821,0.218,0.0,0.342,0.471,89.886,180006.0,https://www.youtube.com/watch?v=GlfY8m3WJOE,Die drei Fragezeichen - Das Geheimnis der Geisterinsel,Serien Schätze de,21912.0,256.0,5.0,False,False,
476,Die drei ???,https://open.spotify.com/artist/3meJIgRw7YleJrmbpbJK6S,Teil 5 - Das Geheimnis der Geisterinsel,Das Geheimnis der Geisterinsel,album,spotify:track:5jmtr79DRqaEcWZA9OFPCU,0.574,0.55,1.0,-11.386,0.909,0.403,0.0,0.41,0.677,99.695,180010.0,https://www.youtube.com/watch?v=GlfY8m3WJOE,Die drei Fragezeichen - Das Geheimnis der Geisterinsel,Serien Schätze de,21912.0,256.0,5.0,False,False,
477,Die drei ???,https://open.spotify.com/artist/3meJIgRw7YleJrmbpbJK6S,Teil 15 - Das Geheimnis der Geisterinsel,Das Geheimnis der Geisterinsel,album,spotify:track:0JoDJblRIkMNqUtJGp2fXH,0.464,0.564,7.0,-9.479,0.483,0.226,4.8e-06,0.668,0.307,100.66,180066.0,https://www.youtube.com/watch?v=GlfY8m3WJOE,Die drei Fragezeichen - Das Geheimnis der Geisterinsel,Serien Schätze de,21912.0,256.0,5.0,False,False,
478,Die drei ???,https://open.spotify.com/artist/3meJIgRw7YleJrmbpbJK6S,Teil 7 - Das Geheimnis der Geisterinsel,Das Geheimnis der Geisterinsel,album,spotify:track:4Ume0fW73wXZC739aRxs2i,0.598,0.609,0.0,-10.712,0.706,0.181,0.0,0.477,0.433,120.177,180010.0,https://www.youtube.com/watch?v=GlfY8m3WJOE,Die drei Fragezeichen - Das Geheimnis der Geisterinsel,Serien Schätze de,21912.0,256.0,5.0,False,False,
479,Pritam,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,Kesariya,Brahmastra (Original Motion Picture Soundtrack),album,spotify:track:4UMIv5jd9gK98a39BQRD9X,0.577,0.574,0.0,-6.525,0.0278,0.572,0.0,0.1,0.436,94.009,268165.0,https://www.youtube.com/watch?v=BddP6PYo2gs,Kesariya - Brahmāstra | Ranbir Kapoor | Alia Bhatt | Pritam | Arijit Singh | Amitabh Bhattacharya,Sony Music India,404999375.0,5394887.0,156860.0,True,True,237685270.0
480,Pritam,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,Shayad,Love Aaj Kal (Original Motion Picture Soundtrack),album,spotify:track:1smFN2CLqGROu0J0UyvDfL,0.483,0.468,8.0,-7.642,0.0341,0.784,0.0,0.152,0.319,135.875,247941.0,https://www.youtube.com/watch?v=vGHa_VcAIxM,Shayad | Lockdown Version | Pritam | Arijit,Pritam,9928703.0,282832.0,12531.0,False,True,196665486.0
481,Pritam,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,Kabira,Yeh Jawaani Hai Deewani,album,spotify:track:4bD9z9qa4qg9BhryvYWB7c,0.59,0.555,2.0,-6.861,0.0271,0.481,0.0,0.192,0.191,84.027,223460.0,https://www.youtube.com/watch?v=jHNNMj5bNQw,"""Kabira Full Song"" Yeh Jawaani Hai Deewani | Pritam | Ranbir Kapoor, Deepika Padukone",T-Series,368043095.0,2156715.0,38383.0,True,True,106694938.0
482,Pritam,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,Tum Se Hi,Jab We Met,album,spotify:track:7eQl3Yqv35ioqUfveKHitE,0.609,0.538,6.0,-7.842,0.0273,0.328,0.0,0.125,0.608,130.015,321225.0,https://www.youtube.com/watch?v=mt9xg0mmt28,"Full Video: Tum Se Hi | Jab We Met | Kareena Kapoor, Shahid Kapoor | Mohit Chauhan | Pritam",T-Series,65425800.0,605862.0,12977.0,True,True,105143682.0
483,Pritam,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,Khairiyat,Chhichhore,album,spotify:track:5O932cZmzOZGOGZz9RHx20,0.534,0.481,0.0,-9.016,0.0412,0.697,0.0,0.142,0.293,124.914,280282.0,https://www.youtube.com/watch?v=hoNb6HuNmU0,"Full Song: KHAIRIYAT (BONUS TRACK) | CHHICHHORE | Sushant, Shraddha | Pritam, Amitabh B|Arijit Singh",T-Series,878651534.0,6735409.0,247220.0,True,True,141640304.0
484,Pritam,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,Tera Hone Laga Hoon,Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack),album,spotify:track:0dLbrlAVPPjpPqnYfmJsWk,0.684,0.771,8.0,-5.353,0.0307,0.548,0.0,0.112,0.539,119.982,299827.0,https://www.youtube.com/watch?v=rTuxUAuJRyY,"Tera Hone Laga Hoon Lyrical - Ajab Prem Ki Ghazab Kahani | Atif Aslam | Ranbir, Katrina K | Pritam",Tips Official,349523411.0,2224745.0,56143.0,True,True,79477830.0
